Time (s),Thrust (lbf),Chamber (°C),Chamber (psi),Feedline (psi),Injector (psi),Ox Tank (psi)
13.25,634.04527,27.73681,283.59634,656.47984,480.93978,490.98172
13.25333,317.89291,27.61033,280.78238,656.81445,482.61256,489.14173
13.25667,566.3913,27.86326,269.19568,658.65443,482.11068,489.14173
13.26,325.6994,28.24264,264.22992,656.81445,480.77251,490.98172
13.26333,375.13888,28.05295,268.36804,657.14899,475.08509,490.14536
13.26667,483.12484,27.67358,273.16825,656.64718,478.93246,489.97809
13.27,297.07642,27.61033,286.90681,656.81445,479.09974,490.14536
13.27333,498.73733,28.11618,310.57684,657.48353,482.9471,489.14173
13.27667,462.30834,27.48387,299.81773,656.98172,482.27796,490.31263
13.28,419.37387,27.92649,283.92738,656.1453,481.60887,488.63985
13.28333,667.87225,27.92649,274.49247,657.14899,478.09611,489.64354
13.28667,350.4189,28.05295,277.14085,657.48353,476.92514,489.47627
13.29,617.13177,28.11618,287.89999,655.64348,477.7615,488.30531
13.29333,310.08691,28.17941,285.91369,657.48353,481.27433,487.8035
13.29667,470.11434,27.98972,273.83036,657.98535,482.11068,489.14173
13.3,427.18036,28.24264,274.1614,657.48353,479.93609,487.13441
13.30333,196.89646,27.73681,283.26524,656.47984,476.5906,490.31263
13.30667,580.70279,27.67358,297.50039,656.98172,475.75418,487.13441
13.31,312.68891,27.80004,305.94216,658.15262,477.92877,488.80712
13.31333,632.74427,27.86326,303.4593,656.31257,479.09974,488.30531
13.31667,480.52283,28.11618,285.41706,657.48353,481.60887,488.47258
13.32,541.6718,27.35741,279.62374,655.64348,481.60887,488.47258
13.32333,565.0903,27.98972,279.62374,657.14899,477.25969,487.46895
13.32667,345.21489,27.61033,278.79611,656.1453,476.92514,488.9744
13.33,506.54333,28.05295,271.84406,656.31257,475.25237,487.46895
13.33333,298.37742,27.92649,270.18883,656.1453,478.43065,488.80712
13.33667,323.0974,27.98972,287.89999,656.98172,476.75787,486.96714
13.34,488.32884,27.5471,295.84513,656.64718,482.44529,488.47258
13.34333,215.11096,27.98972,312.06658,654.47252,478.59792,486.96714
13.34667,637.94827,27.73681,303.95586,656.31257,479.26701,487.46895
13.35,368.63339,27.98972,282.43764,655.30894,474.75055,488.80712
13.35333,689.98975,28.17941,274.98903,657.31626,475.08509,487.13441
13.35667,518.25282,27.98972,276.1477,656.31257,478.59792,489.14173
13.36,523.45682,27.86326,279.78926,655.64348,478.26338,487.46895
13.36333,453.20085,28.30586,266.87833,658.31989,478.93246,487.13441
13.36667,289.27042,27.80004,262.0781,654.80713,477.92877,488.47258
13.37,358.22539,28.11618,271.01643,656.98172,474.91782,487.30168
13.37333,425.87936,28.05295,283.59634,656.47984,476.25606,488.47258
13.37667,239.83094,28.17941,311.0734,656.1453,476.42333,486.63253
13.38,613.22877,27.48387,311.57002,657.31626,480.2707,487.46895
13.38333,321.79591,27.67358,288.23103,655.81076,479.26701,486.63253
13.38667,712.10773,27.92649,275.81666,657.14899,476.5906,486.7998
13.39,470.11434,27.86326,266.71278,656.98172,475.58691,489.14173
13.39333,610.62677,28.05295,269.03016,657.48353,474.58328,486.7998
13.39667,471.41534,27.80004,263.40229,656.98172,478.59792,487.46895
13.4,287.96893,28.17941,258.93313,656.31257,479.76882,485.96345
13.40333,372.53639,27.5471,267.37489,656.1453,478.09611,486.46526
13.40667,369.93439,27.80004,290.05181,656.64718,474.58328,486.13072
13.41,323.0974,27.67358,308.2595,656.47984,477.25969,486.13072
13.41333,516.95182,27.73681,287.07233,655.81076,475.25237,486.96714
13.41667,303.58142,28.30586,270.51987,656.47984,477.92877,485.12709
13.42,673.07625,27.92649,269.3612,657.31626,477.42696,486.29799
13.42333,523.45682,27.73681,278.63059,656.47984,475.41964,486.29799
13.42667,523.45682,28.11618,290.87941,657.14899,474.24874,485.29436
13.43,636.64727,27.86326,290.05181,655.64348,475.25237,486.63253
13.43333,238.52994,28.17941,288.23103,655.81076,475.92151,485.6289
13.43667,605.42228,27.98972,287.73447,657.81808,478.59792,487.30168
13.44,260.64743,27.98972,288.56207,656.98172,477.42696,486.63253
13.44333,444.09385,28.05295,287.73447,656.64718,475.58691,485.12709
13.44667,424.57836,27.73681,280.28582,657.31626,474.58328,486.13072
13.45,350.4189,27.86326,280.45134,655.30894,474.58328,486.13072
13.45333,541.6718,27.92649,278.63059,656.47984,474.75055,485.79618
13.45667,373.83788,27.92649,271.01643,657.14899,478.09611,486.46526
13.46,584.60579,27.80004,272.67169,656.98172,475.75418,484.79255
13.46333,506.54333,27.80004,271.84406,656.1453,477.42696,486.46526
13.46667,316.59191,28.11618,286.07921,657.31626,474.41601,484.29067
13.47,575.49879,28.30586,300.47981,657.31626,477.09241,485.6289
13.47333,215.11096,27.80004,307.76294,655.14167,473.74686,485.6289
13.47667,584.60579,27.86326,293.19675,656.81445,475.25237,484.79255
13.48,338.7094,28.05295,278.96163,656.31257,478.09611,484.79255
13.48333,457.10434,27.86326,275.65114,656.47984,473.57959,484.45794
13.48667,497.43633,27.86326,274.82351,658.48716,476.75787,484.29067
13.49,402.46037,27.5471,266.87833,655.47621,475.58691,485.6289
13.49333,542.9728,27.98972,262.40914,657.31626,474.58328,483.78885
13.49667,427.18036,27.86326,261.74706,656.81445,475.08509,485.12709
13.5,311.38791,28.24264,279.95478,656.1453,473.24505,484.79255
13.50333,585.90679,28.05295,303.29378,657.81808,472.9105,484.45794
13.50667,239.83094,27.73681,316.53574,655.30894,477.59423,483.95613
13.51,617.13177,28.05295,290.54837,656.64718,476.25606,484.62521
13.51333,278.86192,27.73681,273.83036,655.81076,475.41964,483.95613
13.51667,527.36031,28.05295,274.49247,658.48716,472.9105,484.29067
13.52,440.19085,27.98972,271.51302,657.14899,473.74686,485.29436
13.52333,470.11434,27.73681,274.82351,656.47984,472.07415,482.61795
13.52667,567.6923,27.98972,274.1614,657.81808,474.58328,484.1234
13.53,345.21489,27.48387,268.69908,655.47621,475.25237,484.45794
13.53333,487.02784,28.36909,279.95478,657.14899,475.41964,483.28704
13.53667,533.86531,27.73681,301.80403,657.6508,475.92151,486.29799
13.54,368.63339,28.05295,312.72866,656.1453,474.41601,483.11977
13.54333,583.30479,28.05295,291.37597,657.81808,472.57596,482.78523
13.54667,278.86192,28.30586,276.1477,659.15631,472.40869,484.62521
13.55,591.11079,27.98972,267.04385,655.64348,474.41601,484.1234
13.55333,363.42939,28.05295,270.51987,656.47984,471.90687,483.62158
13.55667,540.37031,27.98972,279.2927,656.47984,476.5906,483.78885
13.56,470.11434,28.24264,274.49247,655.47621,472.24142,481.61426
13.56333,300.97942,27.73681,273.99588,657.48353,473.07777,483.78885
13.56667,537.76831,27.67358,281.11342,655.64348,471.7396,485.12709
13.57,355.6229,28.49557,293.52779,655.97803,473.24505,482.78523
13.57333,519.55382,28.11618,292.20363,654.9744,476.92514,484.62521
13.57667,526.05931,27.98972,287.23785,655.97803,474.08147,482.45062
13.58,341.31189,27.92649,287.89999,657.81808,473.91419,484.1234
13.58333,661.36725,28.11618,290.21733,655.81076,470.56864,482.9525
13.58667,293.17342,27.86326,289.88629,657.6508,473.24505,483.11977
13.59,621.03478,28.17941,281.61004,655.14167,474.91782,483.45431
13.59333,324.3984,28.05295,273.66484,657.14899,472.24142,482.78523
13.59667,490.93133,28.11618,273.99588,657.6508,474.41601,484.29067
13.6,386.84788,27.86326,270.02331,656.47984,470.2341,483.45431
13.60333,280.16293,27.73681,264.72651,656.64718,473.41232,483.11977
13.60667,488.32884,27.86326,268.8646,655.47621,471.90687,482.28335
13.61,424.57836,28.43232,283.43082,658.15262,474.24874,482.61795
13.61333,368.63339,27.98972,301.63851,656.31257,473.57959,483.62158
13.61667,631.44327,27.86326,304.2869,656.81445,471.07045,482.45062
13.62,354.3219,28.17941,290.54837,656.81445,473.74686,484.29067
13.62333,682.18374,27.92649,273.49932,657.81808,470.90318,482.45062
13.62667,355.6229,27.80004,263.07125,656.31257,472.74323,483.62158
13.63,553.38081,27.98972,269.03016,656.31257,469.89955,481.94881
13.63333,418.07287,27.61033,270.02331,657.14899,472.74323,482.9525
13.63667,336.1074,28.11618,268.69908,656.31257,470.90318,481.78153
13.64,449.29785,27.92649,263.89888,656.47984,474.24874,482.78523
13.64333,358.22539,27.73681,271.3475,655.47621,470.90318,481.94881
13.64667,372.53639,27.98972,289.88629,657.6508,471.07045,482.45062
13.65,596.31528,27.86326,297.16935,656.47984,470.56864,481.44699
13.65333,353.0209,28.36909,290.87941,656.81445,471.57227,482.61795
13.65667,705.60224,28.24264,274.1614,656.1453,472.57596,481.94881
13.66,382.94488,27.98972,270.02331,656.47984,469.89955,482.45062
13.66333,580.70279,27.86326,282.27212,656.98172,473.24505,482.45062
13.66667,434.98636,27.86326,282.60316,655.64348,470.56864,481.78153
13.67,293.17342,28.36909,273.00273,657.48353,472.07415,481.44699
13.67333,471.41534,27.92649,264.0644,656.64718,473.57959,481.94881
13.67667,294.47442,28.36909,267.20937,656.31257,473.24505,481.27972
13.68,412.86886,28.11618,282.1066,656.64718,469.89955,481.61426
13.68333,539.06931,27.92649,291.04493,656.64718,469.56501,482.45062
13.68667,359.52639,28.17941,302.6317,656.47984,469.56501,479.94149
13.69,696.49524,27.48387,284.58946,656.1453,472.57596,482.45062
13.69333,363.42939,28.24264,273.3338,656.64718,472.57596,480.61063
13.69667,658.76525,28.05295,273.99588,656.1453,473.07777,481.61426
13.7,431.08336,28.30586,278.79611,658.48716,470.2341,481.27972
13.70333,397.25637,27.80004,276.64429,656.64718,471.405,482.9525
13.70667,485.72684,27.67358,271.3475,656.64718,469.2304,479.60694
13.71,204.70246,27.92649,269.19568,657.48353,471.23773,481.44699
13.71333,437.58836,28.24264,285.74817,656.31257,469.89955,479.94149
13.71667,445.39485,27.86326,299.32117,657.98535,471.07045,480.27603
13.72,373.83788,28.11618,297.50039,656.64718,470.90318,480.44336
13.72333,658.76525,28.05295,281.44452,657.48353,468.22678,479.43967
13.72667,371.23539,27.92649,276.64429,657.6508,469.39768,481.44699
13.73,679.58174,27.98972,271.51302,655.81076,469.2304,481.94881
13.73333,376.43988,28.24264,267.87148,656.47984,469.39768,479.77421
13.73667,522.15582,27.80004,267.54041,656.81445,471.57227,480.10876
13.74,405.06237,27.92649,262.57469,655.14167,469.89955,480.77791
13.74333,239.83094,28.05295,262.0781,656.98172,469.2304,478.60331
13.74667,368.63339,27.86326,267.04385,656.47984,471.23773,479.77421
13.75,354.3219,27.61033,278.96163,655.64348,467.39042,479.43967
13.75333,362.12839,27.92649,296.34175,658.48716,472.07415,479.77421
13.75667,604.12128,28.05295,292.36915,655.81076,471.7396,477.93416
13.76,362.12839,27.67358,277.30637,656.98172,471.405,481.27972
13.76333,729.02122,28.24264,269.19568,655.97803,467.55769,480.77791
13.76667,451.89985,27.73681,269.19568,657.48353,466.72127,479.77421
13.77,520.85482,28.11618,279.62374,655.30894,466.554,480.27603
13.77333,497.43633,27.92649,275.48562,657.31626,471.23773,477.93416
13.77667,242.43294,27.5471,264.22992,657.14899,472.07415,479.43967
13.78,431.08336,28.11618,271.51302,656.47984,470.56864,479.43967
13.78333,399.85837,27.98972,293.19675,656.31257,467.55769,478.77059
13.78667,332.2044,27.98972,303.95586,657.14899,468.22678,478.93786
13.79,579.40179,27.86326,288.23103,656.81445,469.06313,478.43604
13.79333,336.1074,27.92649,279.62374,656.64718,471.57227,479.43967
13.79667,714.70973,27.92649,274.32695,655.14167,470.90318,478.77059
13.8,389.44988,27.80004,272.34065,657.6508,468.56132,480.27603
13.80333,636.64727,28.05295,273.66484,655.14167,466.38673,477.26508
13.80667,398.55737,27.98972,268.53356,657.31626,466.88854,477.09781
13.81,300.97942,27.73681,261.25047,657.31626,469.2304,478.43604
13.81333,369.93439,28.36909,262.57469,656.98172,469.56501,478.10144
13.81667,375.13888,27.67358,275.48562,656.64718,472.9105,479.2724
13.82,265.85143,27.86326,298.99013,655.47621,469.06313,477.43235
13.82333,566.3913,28.11618,300.81092,657.6508,468.56132,477.26508
13.82667,336.1074,28.05295,283.26524,656.31257,465.21583,478.77059
13.83,701.69924,28.11618,270.35435,656.1453,467.05581,478.93786
13.83333,450.59885,27.80004,266.21622,656.64718,468.39405,479.10513
13.83667,618.43277,27.86326,276.64429,655.64348,469.2304,477.59962
13.84,506.54333,28.24264,272.67169,656.64718,468.0595,477.59962
13.84333,307.48491,27.92649,262.24362,656.47984,467.89223,478.60331
13.84667,438.88936,27.98972,265.05755,655.97803,466.05218,478.77059
13.85,300.97942,27.98972,277.96848,656.64718,465.71764,477.76689
13.85333,336.1074,27.86326,290.71389,656.64718,468.22678,477.76689
13.85667,475.31883,27.98972,293.03123,657.48353,468.89586,476.09418
13.86,298.37742,27.67358,284.75498,654.9744,469.56501,478.26877
13.86333,635.34627,27.61033,271.01643,655.97803,468.22678,477.09781
13.86667,416.77187,27.98972,262.57469,656.47984,467.22308,477.76689
13.87,626.23927,27.80004,260.42287,656.1453,464.88122,477.43235
13.87333,468.81334,28.11618,261.25047,657.81808,465.71764,478.43604
13.87667,362.12839,27.98972,255.2916,655.30894,467.22308,477.59962
13.88,431.08336,27.86326,263.23677,656.98172,467.39042,477.09781
13.88333,375.13888,27.67358,284.42394,655.30894,467.55769,477.43235
13.88667,369.93439,28.05295,305.28008,658.15262,467.55769,477.76689
13.89,438.88936,27.92649,287.56889,656.31257,467.22308,478.43604
13.89333,264.55043,27.86326,269.69224,656.31257,467.39042,476.59599
13.89667,669.17325,27.92649,260.91943,654.9744,466.05218,476.76326
13.9,389.44988,28.5588,269.85776,656.47984,466.38673,476.26145
13.90333,674.37725,27.86326,271.3475,656.1453,468.56132,477.59962
13.90667,463.60934,28.17941,262.74021,655.97803,464.71395,475.75957
13.91,304.88242,27.86326,260.25732,656.64718,466.554,476.76326
13.91333,516.95182,28.17941,273.3338,655.64348,464.71395,477.09781
13.91667,297.07642,28.62203,290.54837,656.31257,466.21946,475.5923
13.92,480.52283,28.11618,301.47299,655.47621,468.22678,477.26508
13.92333,355.6229,28.17941,283.43082,656.47984,467.39042,475.09049
13.92667,377.74088,27.98972,268.53356,657.81808,467.22308,477.26508
13.93,540.37031,28.36909,255.95368,657.14899,465.21583,476.09418
13.93333,363.42939,28.24264,256.11923,656.1453,466.21946,476.26145
13.93667,554.68181,27.92649,263.40229,655.64348,464.88122,476.42872
13.94,432.38436,28.05295,268.69908,656.31257,465.21583,475.5923
13.94333,346.51589,28.17941,271.3475,656.98172,465.71764,476.93054
13.94667,454.50185,27.98972,274.1614,657.81808,466.38673,474.92322
13.95,246.33594,28.05295,269.3612,654.80713,467.72496,476.09418
13.95333,451.89985,28.11618,273.00273,656.81445,466.72127,476.26145
13.95667,364.73039,28.11618,266.71278,655.14167,464.54668,476.42872
13.96,282.76493,28.05295,277.30637,656.81445,464.71395,475.42503
13.96333,589.80979,27.98972,282.60316,656.1453,466.05218,475.92684
13.96667,298.37742,28.30586,293.03123,656.98172,467.39042,474.08686
13.97,673.07625,27.61033,284.75498,656.31257,468.39405,475.75957
13.97333,407.66486,28.17941,271.51302,655.81076,466.38673,474.25413
13.97667,510.44682,27.86326,278.29952,657.14899,463.04123,474.92322
13.98,470.11434,28.11618,277.14085,656.31257,463.54305,475.42503
13.98333,269.75443,28.17941,273.99588,656.64718,462.8739,474.08686
13.98667,457.10434,27.92649,268.037,656.47984,468.22678,475.42503
13.99,274.95892,27.98972,263.23677,655.81076,466.05218,474.58867
13.99333,315.29091,27.98972,257.2779,657.14899,465.71764,474.25413
13.99667,459.70634,28.30586,258.1055,657.14899,462.37209,474.08686
14,267.15243,28.05295,280.1203,654.9744,462.03754,474.4214
14.00333,600.21828,28.36909,299.65221,655.97803,464.54668,473.91959
14.00667,416.77187,28.11618,297.00383,655.14167,467.22308,474.25413
14.01,466.21134,27.86326,276.31322,656.98172,468.0595,475.5923
14.01333,609.32577,28.17941,260.42287,656.81445,464.21214,473.75225
14.01667,328.3014,28.43232,259.09865,657.14899,461.20119,474.92322
14.02,493.53333,27.67358,266.0507,655.81076,462.70663,474.92322
14.02333,248.93794,28.11618,265.71963,656.98172,464.21214,473.25044
14.02667,273.65792,27.92649,257.44342,656.64718,467.05581,473.75225
14.03,458.40534,28.17941,260.25732,654.80713,464.71395,473.91959
14.03333,224.21845,28.30586,281.279,657.31626,464.21214,474.08686
14.03667,568.9933,27.98972,300.6454,656.31257,463.87759,475.09049
14.04,410.26686,27.67358,293.85883,656.47984,462.8739,472.41408
14.04333,493.53333,27.98972,273.66484,657.6508,465.3831,473.08317
14.04667,576.79979,27.67358,257.93998,656.31257,464.88122,474.58867
14.05,340.01089,28.30586,262.57469,656.64718,463.37578,472.9159
14.05333,498.73733,27.86326,270.35435,656.98172,463.71032,474.75594
14.05667,295.77542,28.36909,262.24362,656.47984,461.20119,472.41408
14.06,207.30495,28.11618,251.81555,657.14899,464.21214,474.25413
14.06333,394.65437,28.24264,260.25732,655.64348,467.22308,474.25413
14.06667,261.94843,28.5588,279.78926,657.14899,465.04849,472.74862
14.07,450.59885,28.05295,295.51409,658.15262,465.88491,473.91959
14.07333,506.54333,28.36909,289.88629,655.30894,461.36846,472.74862
14.07667,454.50185,28.43232,272.50617,657.81808,461.03391,473.08317
14.08,622.33578,28.17941,256.11923,656.81445,462.20481,473.41771
14.08333,386.84788,28.11618,249.33269,655.30894,463.87759,472.58135
14.08667,572.8963,28.43232,261.74706,657.31626,466.05218,472.41408
14.09,392.05237,28.05295,268.8646,656.1453,465.04849,473.08317
14.09333,265.85143,28.17941,271.18198,655.97803,463.71032,471.24312
14.09667,372.53639,28.24264,264.56096,655.64348,462.37209,473.08317
14.1,220.31496,27.92649,265.38859,656.47984,459.69568,471.57766
14.10333,418.07287,28.05295,274.1614,657.48353,462.70663,471.41039
14.10667,464.91034,28.24264,273.3338,655.14167,464.88122,472.9159
14.11,389.44988,28.68526,276.47877,656.47984,464.88122,471.91227
14.11333,708.20424,28.17941,271.51302,655.97803,465.71764,471.91227
14.11667,398.55737,27.92649,275.48562,656.31257,461.20119,470.7413
14.12,606.72328,27.86326,287.56889,656.81445,462.03754,472.24681
14.12333,485.72684,27.98972,280.1203,656.31257,459.52841,471.24312
14.12667,299.67842,27.92649,273.16825,657.6508,463.20851,472.41408
14.13,466.21134,27.98972,270.85091,655.30894,463.20851,471.07585
14.13333,191.69246,28.17941,268.8646,657.81808,464.88122,470.57403
14.13667,468.81334,27.73681,264.56096,656.64718,463.37578,472.58135
14.14,327.0004,28.43232,260.91943,656.98172,461.703,470.57403
14.14333,362.12839,27.98972,256.61579,657.48353,461.36846,471.41039
14.14667,496.13533,27.98972,252.8087,655.30894,461.53573,472.24681
14.15,487.02784,28.30586,261.08495,656.64718,459.86295,470.23949
14.15333,425.87936,27.86326,284.58946,657.81808,463.54305,470.90857
14.15667,647.05576,27.98972,294.02435,655.30894,462.37209,470.7413
14.16,268.45343,28.24264,289.05863,658.48716,460.86664,469.90495
14.16333,641.85127,27.98972,271.67854,657.81808,460.86664,471.41039
14.16667,254.14194,28.11618,260.91943,655.30894,459.52841,470.7413
14.17,490.93133,27.92649,263.56781,658.15262,461.36846,471.91227
14.17333,368.63339,28.11618,261.08495,656.64718,463.87759,471.745
14.17667,337.4084,28.11618,260.25732,657.6508,462.70663,470.23949
14.18,467.51234,28.17941,256.28475,656.81445,461.703,471.24312
14.18333,419.37387,28.11618,260.75391,657.31626,458.85932,469.5704
14.18667,401.15937,27.67358,281.61004,657.48353,461.703,471.57766
14.19,578.10079,27.92649,286.90681,656.47984,460.69931,470.23949
14.19333,343.91389,28.43232,272.67169,656.98172,462.03754,471.41039
14.19667,553.38081,27.80004,259.92628,656.31257,462.53936,470.07222
14.2,372.53639,27.98972,254.29845,657.6508,460.86664,470.07222
14.20333,342.61289,27.86326,257.11235,656.31257,458.0229,470.57403
14.20667,463.60934,28.05295,264.0644,657.81808,460.36477,469.40307
14.21,252.84094,27.73681,267.37489,655.64348,462.20481,470.90857
14.21333,427.18036,28.17941,279.45822,657.6508,462.70663,470.23949
14.21667,500.03833,27.92649,277.80296,656.1453,459.86295,471.24312
14.22,347.8169,28.05295,277.30637,656.31257,459.36114,468.73398
14.22333,662.66825,27.92649,265.71963,657.6508,459.36114,471.91227
14.22667,414.16986,27.80004,257.60894,656.81445,460.19749,470.07222
14.23,468.81334,28.24264,265.71963,657.48353,460.69931,468.39944
14.23333,500.03833,27.98972,264.72651,658.15262,462.03754,471.745
14.23667,294.47442,27.98972,265.22307,656.98172,459.69568,468.23217
14.24,462.30834,28.11618,275.81666,657.98535,460.03022,469.5704
14.24333,297.07642,28.11618,276.47877,655.81076,458.0229,469.73767
14.24667,315.29091,27.98972,276.64429,658.48716,461.53573,468.39944
14.25,548.1768,27.92649,271.67854,656.81445,461.53573,469.2358
14.25333,243.73394,27.80004,268.69908,656.81445,462.37209,468.39944
14.25667,641.85127,28.24264,265.05755,657.81808,459.69568,469.06853
14.26,399.85837,27.98972,258.43657,656.1453,459.69568,469.90495
14.26333,459.70634,28.24264,257.11235,655.97803,456.01558,467.73035
14.26667,493.53333,28.11618,259.92628,658.48716,458.52472,468.56671
14.27,393.35337,27.86326,262.74021,656.98172,459.86295,470.23949
14.27333,402.46037,28.05295,285.58265,657.48353,461.53573,467.56308
14.27667,442.79285,28.17941,295.18305,657.48353,462.20481,469.06853
14.28,259.34643,28.11618,279.45822,654.9744,462.03754,468.23217
14.28333,559.8863,28.43232,261.41599,657.31626,457.85563,466.72666
14.28667,308.78591,27.73681,255.62264,657.14899,457.18655,469.06853
14.29,582.00379,28.05295,265.22307,657.14899,455.68104,467.06121
14.29333,424.57836,28.43232,264.22992,657.98535,458.19017,466.72666
14.29667,412.86886,28.36909,259.59524,655.81076,462.8739,468.23217
14.3,496.13533,28.05295,259.26417,657.81808,459.02659,467.73035
14.30333,423.27687,28.24264,264.89203,657.6508,459.19387,469.90495
14.30667,320.49491,27.86326,279.78926,656.47984,457.68836,467.22848
14.31,493.53333,28.49557,287.40337,657.81808,459.86295,467.56308
14.31333,280.16293,28.17941,277.30637,657.6508,461.53573,468.0649
14.31667,635.34627,28.11618,265.05755,657.6508,459.52841,466.72666
14.32,299.67842,28.36909,258.1055,656.98172,457.85563,469.06853
14.32333,515.65082,27.98972,254.29845,656.64718,456.35012,468.0649
14.32667,434.98636,28.30586,257.11235,658.65443,455.51377,466.39212
14.33,375.13888,28.05295,256.94683,657.31626,459.02659,467.39575
14.33333,418.07287,28.17941,262.40914,656.47984,458.69205,466.89393
14.33667,423.27687,27.98972,265.05755,658.98904,460.19749,467.22848
14.34,324.3984,28.11618,278.96163,656.1453,458.0229,465.55576
14.34333,493.53333,27.92649,277.14085,657.81808,458.52472,466.72666
14.34667,258.04543,27.98972,260.0918,656.31257,457.35382,465.22116
14.35,497.43633,27.98972,254.79501,657.6508,457.68836,467.22848
14.35333,472.71634,28.30586,261.58154,656.47984,457.18655,465.72303
14.35667,350.4189,28.11618,278.134,658.15262,461.53573,467.73035
14.36,559.8863,28.17941,281.44452,655.97803,457.52109,466.22485
14.36333,321.79591,28.30586,273.3338,658.31989,457.85563,466.39212
14.36667,502.64033,28.24264,267.04385,656.81445,454.84468,466.55939
14.37,433.68536,28.62203,261.41599,657.31626,457.01927,465.55576
14.37333,320.49491,27.92649,253.96741,656.31257,458.19017,467.39575
14.37667,467.51234,28.30586,256.28475,656.47984,457.18655,466.05758
14.38,340.01089,27.61033,254.46397,657.81808,457.52109,465.72303
14.38333,261.94843,27.98972,262.0781,656.98172,456.18285,466.72666
14.38667,545.5748,28.24264,274.98903,657.14899,456.18285,465.38849
14.39,280.16293,28.24264,291.54149,658.48716,456.68473,466.39212
14.39333,544.2738,27.98972,281.44452,655.97803,456.51746,468.39944
14.39667,394.65437,28.05295,262.90573,656.98172,455.51377,465.38849
14.4,375.13888,28.17941,252.47766,657.48353,458.52472,466.72666
14.40333,490.93133,28.36909,253.13978,656.31257,454.34287,465.72303
14.40667,308.78591,28.17941,255.62264,657.48353,456.852,466.22485
14.41,341.31189,27.98972,247.18087,655.97803,458.0229,466.72666
14.41333,377.74088,27.98972,244.36697,655.47621,456.51746,466.55939
14.41667,242.43294,28.17941,257.44342,657.48353,456.68473,465.05388
14.42,353.0209,28.11618,268.53356,657.14899,456.01558,466.55939
14.42333,363.42939,27.98972,261.08495,655.64348,454.51014,465.05388
14.42667,384.24588,28.30586,251.15347,657.81808,457.85563,465.38849
14.43,520.85482,28.17941,246.51879,655.30894,457.68836,466.05758
14.43333,351.7199,28.36909,246.18772,655.64348,456.68473,466.22485
14.43667,408.96586,27.73681,256.78131,656.47984,457.85563,465.89031
14.44,479.22183,28.68526,270.51987,656.1453,454.67741,466.05758
14.44333,277.56092,28.36909,293.85883,655.97803,453.1719,464.21753
14.44667,541.6718,28.05295,285.25154,657.98535,455.51377,465.38849
14.45,251.53994,28.05295,261.08495,654.80713,456.18285,465.72303
14.45333,526.05931,28.49557,258.1055,657.6508,454.84468,464.55207
14.45667,373.83788,28.17941,258.60209,655.14167,455.01195,466.39212
14.46,427.18036,27.86326,260.42287,655.97803,452.67009,464.05026
14.46333,488.32884,27.86326,251.98111,658.98904,454.00826,466.05758
14.46667,372.53639,27.98972,247.67746,656.1453,453.84099,464.3848
14.47,325.6994,27.86326,263.23677,656.64718,457.52109,465.55576
14.47333,529.96231,28.17941,278.29952,656.81445,454.84468,464.3848
14.47667,269.75443,28.36909,289.55519,656.98172,457.01927,464.3848
14.48,568.9933,27.92649,274.65799,656.47984,457.85563,465.05388
14.48333,311.38791,27.92649,258.43657,656.31257,454.51014,464.88661
14.48667,461.00734,28.11618,249.00165,657.98535,454.34287,463.38117
14.49,388.14888,28.05295,242.54619,655.47621,455.68104,464.55207
14.49333,366.03139,28.24264,251.65003,655.97803,452.00094,464.05026
14.49667,405.06237,28.11618,256.94683,657.31626,457.18655,464.71934
14.5,407.66486,27.98972,256.11923,654.80713,454.67741,464.21753
14.50333,308.78591,28.24264,271.01643,657.48353,455.3465,464.71934
14.50667,528.66131,27.92649,276.97533,657.31626,455.17922,464.3848
14.51,312.68891,28.17941,271.51302,655.97803,452.83736,465.05388
14.51333,490.93133,28.49557,255.95368,656.98172,454.17553,462.87929
14.51667,333.5054,27.98972,239.56674,656.47984,454.34287,464.55207
14.52,360.82739,28.30586,233.27679,656.47984,454.17553,463.71571
14.52333,368.63339,28.11618,242.71171,658.15262,455.51377,463.71571
14.52667,407.66486,28.17941,259.26417,655.47621,455.17922,463.2139
14.53,293.17342,28.17941,280.1203,655.97803,453.50645,463.04656
14.53333,432.38436,27.67358,268.037,656.31257,456.852,464.21753
14.53667,299.67842,28.30586,244.53249,656.47984,454.17553,464.21753
14.54,376.43988,28.24264,234.43546,655.97803,452.67009,463.2139
14.54333,434.98636,27.92649,235.09757,656.98172,453.84099,464.3848
14.54667,393.35337,27.73681,245.69116,656.1453,455.17922,464.55207
14.55,355.6229,28.24264,265.71963,655.81076,455.17922,462.04294
14.55333,447.99685,27.98972,270.51987,657.31626,452.50282,463.38117
14.55667,349.1179,27.98972,246.0222,656.1453,454.34287,463.88298
14.56,423.27687,27.98972,230.29734,656.98172,452.50282,463.04656
14.56333,340.01089,27.67358,222.02113,657.14899,454.17553,464.21753
14.56667,313.98991,28.30586,237.2494,655.47621,453.67372,462.71202
14.57,345.21489,28.36909,258.60209,657.31626,453.33918,461.87566
14.57333,424.57836,27.86326,268.20252,656.64718,455.01195,463.2139
14.57667,393.35337,27.86326,255.78816,655.81076,453.00463,463.04656
14.58,423.27687,28.05295,242.54619,656.64718,451.6664,462.21021
14.58333,325.6994,27.80004,230.95945,656.81445,456.35012,462.54475
14.58667,364.73039,28.05295,230.46289,656.1453,453.1719,463.54844
