Time (s),Thrust (lbf),Chamber (°C),Chamber (psi),Feedline (psi),Injector (psi),Ox Tank (psi)
14.59,459.70634,27.86326,246.35324,656.31257,452.83736,461.37385
14.59333,312.68891,28.11618,262.90573,656.81445,450.99731,462.54475
14.59667,389.44988,28.17941,272.17513,655.64348,452.33555,463.71571
14.6,381.64388,28.11618,260.0918,655.47621,451.6664,461.54112
14.60333,306.18391,28.43232,248.50506,657.14899,454.84468,463.2139
14.60667,484.42584,28.17941,242.0496,655.81076,453.50645,462.37748
14.61,320.49491,28.36909,245.19457,656.64718,452.16828,461.03931
14.61333,397.25637,28.05295,257.93998,657.14899,452.00094,462.37748
14.61667,493.53333,28.30586,263.23677,657.48353,449.99368,461.20658
14.62,238.52994,28.17941,269.03016,657.31626,452.67009,462.21021
14.62333,515.65082,27.86326,273.49932,655.14167,451.49913,461.87566
14.62667,302.28042,28.49557,263.89888,656.81445,452.16828,462.54475
14.63,446.69585,27.98972,252.47766,657.31626,454.84468,464.05026
14.63333,407.66486,28.11618,246.51879,656.64718,452.50282,461.87566
14.63667,286.66793,28.17941,252.97426,658.15262,453.67372,461.70839
14.64,397.25637,28.36909,259.26417,656.47984,451.6664,462.37748
14.64333,419.37387,28.11618,260.91943,656.47984,450.66277,461.20658
14.64667,358.22539,28.24264,276.31322,657.14899,453.50645,461.03931
14.65,489.62984,27.92649,270.85091,656.47984,454.84468,462.37748
14.65333,323.0974,27.86326,254.13293,655.81076,455.17922,462.04294
14.65667,464.91034,28.17941,247.51191,656.98172,451.49913,460.7047
14.66,397.25637,28.49557,245.36009,658.15262,450.32823,462.04294
14.66333,353.0209,28.49557,251.31899,657.14899,448.82272,463.04656
14.66667,425.87936,28.17941,256.78131,656.1453,450.4955,460.7047
14.67,403.76137,28.17941,267.54041,657.81808,453.84099,461.20658
14.67333,411.56786,28.11618,279.45822,657.14899,454.00826,461.37385
14.67667,432.38436,28.05295,265.38859,656.81445,452.67009,459.70107
14.68,265.85143,28.49557,248.50506,656.64718,450.83004,461.03931
14.68333,476.61983,28.24264,247.51191,655.97803,448.32091,461.37385
14.68667,454.50185,28.68526,254.29845,656.81445,448.65545,459.19926
14.69,346.51589,28.17941,267.20937,657.14899,453.00463,461.54112
14.69333,550.7788,28.36909,272.00958,655.64348,452.83736,460.03562
14.69667,307.48491,28.43232,272.17513,657.14899,453.50645,458.69738
14.7,481.82383,27.86326,274.65799,657.98535,452.33555,460.53743
14.70333,402.46037,28.11618,260.42287,655.97803,450.32823,460.53743
14.70667,345.21489,28.05295,256.11923,657.98535,447.81903,459.03199
14.71,471.41534,27.73681,246.35324,658.48716,450.32823,460.20289
14.71333,323.0974,28.17941,241.222,656.81445,451.33186,461.70839
14.71667,408.96586,28.24264,252.14663,655.97803,451.16458,459.36653
14.72,449.29785,28.30586,255.78816,656.47984,451.49913,460.03562
14.72333,313.98991,28.11618,263.73336,657.81808,449.49181,460.7047
14.72667,437.58836,27.86326,269.69224,657.81808,449.99368,460.87197
14.73,342.61289,28.24264,265.22307,655.64348,447.98636,460.7047
14.73333,388.14888,28.49557,253.13978,657.31626,450.32823,459.5338
14.73667,467.51234,28.30586,244.53249,657.48353,452.50282,461.20658
14.74,307.48491,27.86326,241.55304,656.47984,451.6664,459.5338
14.74333,313.98991,28.24264,254.29845,657.31626,450.4955,457.86102
14.74667,490.93133,28.49557,261.74706,658.31989,449.99368,458.86472
14.75,285.36693,28.24264,274.49247,656.64718,448.48818,459.19926
14.75333,438.88936,28.43232,278.134,656.31257,449.65908,457.86102
14.75667,368.63339,28.11618,258.27105,657.81808,451.33186,459.86834
14.76,356.92439,28.30586,244.53249,656.1453,450.32823,458.53011
14.76333,471.41534,28.36909,241.05645,658.31989,449.99368,458.53011
14.76667,337.4084,28.24264,246.18772,657.31626,449.65908,459.36653
14.77,281.46393,28.17941,256.61579,656.31257,449.32453,459.70107
14.77333,450.59885,28.11618,259.76076,657.31626,445.64444,458.36284
14.77667,269.75443,28.49557,269.52672,658.48716,449.32453,457.35921
14.78,385.54688,27.80004,256.78131,657.98535,452.00094,459.86834
14.78333,340.01089,28.43232,239.07018,656.31257,448.65545,458.69738
14.78667,321.79591,28.49557,235.09757,657.98535,450.4955,458.02829
14.79,437.58836,27.98972,249.16717,655.64348,449.32453,458.69738
14.79333,402.46037,28.36909,267.70593,656.1453,447.98636,457.02467
14.79667,418.07287,28.30586,278.63059,657.6508,448.98999,459.5338
14.8,459.70634,28.49557,263.23677,655.81076,449.82635,459.36653
14.80333,338.7094,28.49557,247.84298,657.48353,448.15363,458.02829
14.80667,428.48136,28.17941,239.07018,656.64718,449.65908,459.19926
14.81,342.61289,28.36909,239.2357,656.1453,445.47717,458.19557
14.81333,372.53639,28.62203,248.33954,658.15262,447.98636,457.35921
14.81667,411.56786,28.05295,251.81555,657.14899,450.4955,458.86472
14.82,302.28042,28.05295,250.16032,656.31257,447.81903,459.70107
14.82333,363.42939,28.43232,245.52564,655.81076,447.81903,456.35552
14.82667,369.93439,28.68526,238.24255,657.98535,447.31721,458.02829
14.83,287.96893,28.24264,233.9389,655.97803,446.98267,457.35921
14.83333,416.77187,27.92649,244.36697,657.81808,446.48086,457.19194
14.83667,377.74088,27.86326,250.32584,658.82177,450.16095,459.19926
14.84,407.66486,28.30586,259.09865,656.31257,448.48818,456.18825
14.84333,403.76137,28.05295,249.49821,658.65443,448.82272,457.69375
14.84667,319.19391,28.30586,232.11812,657.31626,446.64813,459.36653
14.85,356.92439,27.80004,229.9663,656.47984,444.13899,456.69012
14.85333,434.98636,28.24264,241.222,657.98535,446.14631,456.18825
14.85667,293.17342,28.43232,254.62949,658.82177,448.15363,457.86102
14.86,406.36337,28.17941,262.24362,655.64348,448.32091,456.35552
14.86333,297.07642,28.36909,248.67061,657.81808,448.82272,457.02467
14.86667,420.67487,28.17941,232.78023,656.81445,447.48449,458.36284
14.87,362.12839,28.05295,224.83503,656.81445,445.14262,455.35189
14.87333,298.37742,28.11618,225.9937,657.48353,447.48449,456.69012
14.87667,401.15937,28.36909,249.66373,656.1453,446.14631,456.52279
14.88,402.46037,28.30586,265.05755,657.81808,446.48086,454.6828
14.88333,372.53639,28.24264,253.3053,659.15631,448.48818,456.35552
14.88667,346.51589,28.36909,231.9526,655.14167,446.8154,456.18825
14.89,338.7094,28.36909,221.52454,658.82177,446.31359,456.18825
14.89333,281.46393,28.5588,218.71063,657.81808,446.64813,456.18825
14.89667,411.56786,28.17941,235.59413,656.31257,446.48086,456.69012
14.9,373.83788,28.36909,253.63634,656.98172,445.64444,454.51553
14.90333,375.13888,28.24264,251.15347,656.81445,448.15363,456.52279
14.90667,371.23539,28.36909,232.61471,656.98172,446.14631,456.35552
14.91,338.7094,28.49557,221.69006,656.47984,445.14262,455.18462
14.91333,346.51589,28.30586,219.04167,657.48353,444.97535,456.85739
14.91667,325.6994,28.24264,230.95945,655.64348,444.97535,457.52648
14.92,294.47442,28.49557,241.55304,657.48353,444.80808,454.01365
14.92333,341.31189,28.24264,243.53934,657.81808,448.15363,456.02097
14.92667,291.87242,28.11618,234.60098,655.81076,445.30989,455.51916
14.93,311.38791,28.17941,228.31107,659.49085,445.97904,455.68643
14.93333,308.78591,28.11618,222.35217,657.14899,447.14994,456.02097
14.93667,343.91389,28.74849,225.66266,656.64718,445.47717,452.67548
14.94,377.74088,28.62203,234.60098,658.65443,446.8154,455.51916
14.94333,315.29091,28.11618,233.60783,655.97803,444.80808,456.35552
14.94667,327.0004,28.62203,239.07018,656.81445,445.64444,454.3482
14.95,366.03139,28.30586,234.10442,657.98535,446.31359,455.51916
14.95333,308.78591,28.11618,229.63526,656.81445,444.30627,455.18462
14.95667,340.01089,28.24264,225.49714,657.6508,443.80445,453.84638
14.96,312.68891,28.43232,223.01428,658.98904,446.8154,454.01365
14.96333,355.6229,27.98972,228.64211,655.97803,447.81903,454.3482
14.96667,342.61289,28.74849,233.11127,658.15262,445.14262,454.3482
14.97,246.33594,28.11618,231.45601,657.14899,445.47717,455.68643
14.97333,392.05237,28.62203,239.56674,658.65443,442.96803,453.01003
14.97667,353.0209,28.43232,234.10442,656.64718,445.30989,455.35189
14.98,364.73039,28.17941,228.80763,658.15262,442.46622,454.3482
14.98333,327.0004,28.5588,228.31107,658.31989,447.48449,455.35189
14.98667,350.4189,28.30586,233.44231,657.6508,445.97904,454.01365
14.99,350.4189,28.5588,234.26994,658.48716,446.8154,454.6828
14.99333,312.68891,28.24264,227.31792,656.64718,443.80445,454.18093
14.99667,310.08691,29.0014,225.00055,656.81445,442.63349,453.34457
15,354.3219,28.36909,228.97315,659.15631,444.64081,455.18462
15.00333,287.96893,28.68526,240.06333,656.1453,445.97904,454.51553
15.00667,380.34288,28.43232,248.33954,656.47984,445.14262,452.50821
15.01,356.92439,28.11618,239.89778,658.31989,444.80808,456.02097
15.01333,377.74088,28.05295,227.48344,656.47984,443.63718,453.84638
15.01667,302.28042,28.62203,221.69006,658.48716,442.46622,451.50452
15.02,324.3984,28.43232,224.66951,656.1453,442.46622,454.51553
15.02333,316.59191,28.24264,240.72541,658.15262,442.80076,452.1736
15.02667,337.4084,28.11618,238.90463,658.48716,444.47354,453.84638
15.03,290.57142,28.43232,233.27679,655.81076,443.80445,452.1736
15.03333,310.08691,28.74849,227.64896,658.31989,444.80808,454.51553
15.03667,350.4189,28.36909,224.83503,656.98172,443.46984,454.51553
15.04,345.21489,28.74849,229.63526,657.6508,440.79344,452.34094
15.04333,354.3219,28.43232,236.25625,657.31626,442.80076,453.01003
15.04667,347.8169,28.17941,236.58728,657.81808,443.80445,452.00633
15.05,345.21489,28.49557,228.97315,657.98535,445.47717,454.01365
15.05333,340.01089,28.11618,223.1798,656.64718,444.80808,451.33725
15.05667,336.1074,28.30586,229.9663,658.82177,444.47354,453.1773
15.06,321.79591,28.74849,236.09073,657.14899,440.4589,451.67179
15.06333,343.91389,28.62203,233.11127,657.14899,443.46984,453.67911
15.06667,330.9034,28.74849,227.48344,658.15262,441.29525,451.67179
15.07,337.4084,28.62203,228.64211,657.48353,447.98636,454.01365
15.07333,354.3219,28.24264,229.63526,657.31626,443.97172,452.1736
15.07667,349.1179,28.49557,224.50399,658.15262,445.30989,453.84638
15.08,300.97942,28.05295,219.53823,657.31626,440.79344,452.00633
15.08333,350.4189,28.68526,225.9937,657.98535,440.96071,452.67548
15.08667,367.33239,28.17941,231.62156,656.98172,439.78981,452.00633
15.09,285.36693,28.68526,236.25625,658.65443,443.80445,452.34094
15.09333,320.49491,28.36909,234.26994,656.1453,443.46984,451.33725
15.09667,327.0004,28.49557,232.28364,658.48716,444.30627,452.67548
15.1,340.01089,28.30586,221.69006,655.97803,440.96071,452.34094
15.10333,306.18391,28.87495,220.36587,658.98904,441.12798,452.00633
15.10667,338.7094,28.36909,217.38641,657.98535,442.63349,452.84275
15.11,363.42939,28.49557,231.29049,656.81445,441.9644,450.50089
15.11333,345.21489,28.68526,238.40807,659.15631,443.80445,453.01003
15.11667,289.27042,28.36909,238.73911,656.81445,441.12798,453.01003
15.12,371.23539,28.49557,231.29049,657.31626,441.9644,451.16998
15.12333,340.01089,28.24264,221.02798,657.81808,442.13167,452.00633
15.12667,329.6024,28.49557,222.18665,657.31626,441.46259,449.83174
15.13,299.67842,28.62203,227.98,659.99267,442.29894,451.0027
15.13333,376.43988,28.30586,233.27679,656.1453,441.9644,452.50821
15.13667,341.31189,28.74849,234.26994,657.6508,440.4589,449.66447
15.14,285.36693,28.36909,235.92521,657.98535,440.79344,452.00633
15.14333,381.64388,28.62203,238.57359,656.31257,440.29162,451.16998
15.14667,324.3984,28.62203,236.09073,658.65443,442.80076,450.83543
15.15,371.23539,28.24264,223.34532,657.14899,443.1353,451.33725
15.15333,329.6024,28.36909,218.71063,657.48353,440.4589,450.66816
15.15667,319.19391,28.49557,231.29049,658.82177,442.13167,451.16998
15.16,356.92439,28.30586,241.88408,656.81445,439.45527,450.33362
15.16333,295.77542,28.74849,244.86353,658.31989,440.4589,450.33362
15.16667,327.0004,28.68526,231.62156,657.48353,443.30257,450.83543
15.17,269.75443,28.93817,223.67636,657.81808,441.62986,449.16266
15.17333,317.89291,29.0014,220.53139,657.81808,444.13899,450.66816
15.17667,327.0004,28.68526,224.0074,657.14899,438.11703,449.66447
15.18,332.2044,28.62203,240.06333,658.48716,440.12435,449.83174
15.18333,345.21489,28.43232,242.87723,656.98172,438.2843,449.83174
15.18667,354.3219,28.87495,238.40807,658.31989,439.78981,449.4972
15.19,342.61289,28.62203,222.84873,656.31257,442.29894,450.16635
15.19333,360.82739,28.62203,218.54508,657.31626,439.288,449.83174
15.19667,295.77542,28.81172,221.52454,658.48716,441.79713,451.16998
15.2,327.0004,27.98972,230.95945,656.1453,438.78612,449.4972
15.20333,306.18391,28.74849,244.53249,657.48353,439.45527,448.99538
15.20667,345.21489,28.49557,244.20142,658.82177,442.63349,451.0027
15.21,358.22539,28.36909,231.78708,656.1453,442.96803,449.83174
15.21333,384.24588,28.87495,225.1661,656.81445,440.4589,449.16266
15.21667,303.58142,28.36909,220.86246,659.99267,441.46259,448.99538
15.22,347.8169,28.30586,218.87615,657.14899,439.95708,448.99538
15.22333,349.1179,28.68526,228.64211,658.98904,437.44795,448.49357
15.22667,346.51589,28.74849,236.58728,657.98535,439.62254,449.83174
15.23,329.6024,28.36909,234.26994,656.31257,438.95339,448.49357
15.23333,337.4084,28.68526,226.82133,658.31989,440.29162,449.99901
15.23667,332.2044,28.36909,223.51084,657.6508,440.96071,449.83174
15.24,323.0974,28.74849,223.67636,656.31257,438.61885,449.32993
15.24333,340.01089,28.36909,230.95945,658.82177,441.29525,448.49357
15.24667,349.1179,28.17941,231.12497,657.81808,440.4589,449.32993
15.25,350.4189,28.49557,233.77338,656.31257,440.96071,446.65352
15.25333,356.92439,28.49557,229.80078,656.81445,440.62617,449.99901
15.25667,313.98991,28.17941,231.45601,658.31989,438.61885,448.15903
15.26,359.52639,28.49557,239.07018,657.98535,439.45527,448.99538
15.26333,325.6994,28.36909,242.21515,656.31257,437.44795,448.15903
15.26667,388.14888,28.36909,239.2357,657.81808,439.78981,447.99176
15.27,355.6229,28.30586,231.12497,655.47621,440.62617,448.66084
15.27333,327.0004,29.12786,232.44916,656.98172,438.61885,447.99176
15.27667,434.98636,28.49557,240.39437,656.98172,440.12435,450.33362
15.28,375.13888,28.24264,247.51191,656.64718,438.2843,448.82811
15.28333,401.15937,28.62203,257.44342,656.64718,438.61885,447.48988
15.28667,418.07287,28.62203,252.64318,658.15262,439.78981,447.99176
15.29,289.27042,28.93817,239.2357,656.47984,437.44795,448.49357
15.29333,451.89985,28.36909,240.39437,656.81445,437.94976,446.82079
15.29667,343.91389,28.49557,250.32584,657.48353,438.2843,448.99538
15.3,332.2044,28.62203,258.76761,656.31257,437.1134,447.65715
15.30333,451.89985,28.62203,252.31214,657.81808,439.12066,446.65352
15.30667,280.16293,28.30586,250.98795,656.81445,440.62617,447.82442
15.31,447.99685,29.0014,253.47082,655.81076,438.95339,448.49357
15.31333,398.55737,28.74849,250.16032,657.14899,437.1134,447.32261
15.31667,330.9034,28.68526,244.86353,658.98904,436.10971,447.15534
15.32,390.75137,28.68526,240.39437,657.48353,438.61885,448.15903
15.32333,406.36337,28.74849,238.73911,657.31626,438.95339,447.82442
15.32667,243.73394,28.87495,259.59524,656.47984,439.45527,446.31898
15.33,501.33933,28.74849,279.2927,656.64718,440.12435,444.6462
15.33333,242.43294,28.43232,270.68539,658.15262,439.62254,446.48625
15.33667,506.54333,28.81172,249.49821,655.97803,434.93881,446.65352
15.34,321.79591,28.87495,234.76653,658.82177,436.94607,446.48625
15.34333,390.75137,28.68526,224.17295,655.81076,437.28068,448.15903
15.34667,327.0004,28.74849,226.15922,657.6508,439.288,446.98806
15.35,321.79591,28.49557,238.07703,658.31989,441.46259,445.81716
15.35333,254.14194,28.93817,246.35324,656.1453,440.12435,447.32261
15.35667,308.78591,28.49557,251.48451,657.14899,433.93512,444.98074
15.36,312.68891,28.74849,240.39437,658.48716,436.44425,447.32261
15.36333,329.6024,28.17941,225.66266,656.31257,436.44425,447.32261
15.36667,371.23539,28.87495,218.54508,656.64718,438.11703,444.81347
15.37,311.38791,28.74849,218.71063,657.6508,439.12066,446.48625
15.37333,349.1179,28.87495,236.7528,656.81445,436.61153,445.14801
15.37667,405.06237,28.81172,246.68431,657.81808,438.11703,445.81716
15.38,351.7199,28.5588,244.0359,656.64718,435.6079,444.98074
15.38333,329.6024,29.06463,229.80078,658.31989,437.94976,446.31898
15.38667,336.1074,28.5588,218.54508,656.98172,435.6079,445.98444
15.39,299.67842,28.62203,217.05537,657.48353,437.78249,445.64983
15.39333,375.13888,28.49557,228.31107,658.98904,437.78249,446.82079
15.39667,324.3984,28.74849,237.74596,656.31257,437.61522,445.48256
15.4,332.2044,29.0014,239.2357,656.81445,435.94244,443.80984
15.40333,341.31189,28.30586,228.31107,657.98535,434.60421,445.64983
15.40667,333.5054,28.17941,218.04852,657.31626,435.6079,446.98806
15.41,316.59191,29.06463,214.24144,656.81445,438.78612,444.31166
15.41333,293.17342,28.93817,220.20035,657.48353,437.94976,444.81347
15.41667,334.8064,28.24264,229.63526,657.48353,438.2843,445.31529
15.42,286.66793,28.43232,232.94575,657.14899,435.10608,445.31529
15.42333,310.08691,28.74849,228.31107,656.47984,436.10971,443.64257
15.42667,285.36693,28.87495,223.1798,656.81445,436.94607,443.80984
15.43,355.6229,28.49557,215.8967,657.31626,437.94976,446.82079
15.43333,330.9034,28.81172,216.88985,655.81076,435.6079,444.98074
15.43667,336.1074,28.49557,226.32477,656.47984,434.10239,444.31166
15.44,308.78591,28.87495,234.26994,656.47984,433.43331,443.64257
15.44333,368.63339,28.81172,228.64211,658.98904,434.60421,444.47893
15.44667,298.37742,28.62203,222.02113,656.1453,439.62254,444.81347
15.45,321.79591,28.49557,219.70375,656.98172,438.45158,445.31529
15.45333,323.0974,28.49557,221.35902,657.14899,434.10239,443.30797
15.45667,280.16293,28.62203,220.69691,659.15631,434.10239,443.47524
15.46,276.25992,28.68526,231.29049,655.97803,433.43331,444.47893
15.46333,330.9034,28.93817,236.91836,657.48353,433.43331,442.80615
15.46667,345.21489,28.68526,227.31792,657.98535,437.1134,444.81347
15.47,310.08691,28.49557,222.02113,654.9744,437.1134,443.97711
15.47333,373.83788,28.30586,225.49714,656.98172,435.6079,442.80615
15.47667,327.0004,28.74849,228.64211,658.65443,435.6079,445.64983
15.48,323.0974,28.36909,227.48344,654.9744,432.09507,443.30797
15.48333,321.79591,28.87495,228.14552,655.97803,432.93149,443.30797
15.48667,345.21489,28.68526,231.12497,657.6508,435.94244,443.97711
15.49,329.6024,28.87495,228.14552,656.98172,437.44795,443.64257
15.49333,287.96893,28.81172,224.0074,656.1453,433.76785,443.97711
15.49667,298.37742,28.62203,222.51769,658.31989,433.09876,442.80615
15.5,366.03139,28.62203,223.67636,656.64718,432.76422,443.30797
15.50333,343.91389,28.74849,232.11812,657.31626,432.59689,442.63888
15.50667,303.58142,28.43232,232.78023,657.98535,434.60421,441.63525
15.51,358.22539,28.74849,230.79393,657.81808,435.94244,443.14069
