Time (sec),Time Since Ignition (sec),LC1 Axial Load (lbf),PT1 Combustion Pressure (psi),PT2 Feedline Pressure (psi),PT3 Injector Pressure (psi),PT4 Ox-Tank Pressure (psi)
7920.36667,10.36667,470.11434,336.89532,741.12172,527.94445,545.34658
7920.37,10.37,507.84482,336.72974,740.45257,524.76617,546.85202
7920.37333,10.37333,505.24233,325.97063,745.30363,526.43894,546.85202
7920.37667,10.37667,550.7788,325.14303,742.12535,522.92612,545.84839
7920.38,10.38,527.36031,325.63959,741.45626,526.27167,548.02298
7920.38333,10.38333,553.38081,325.97063,742.62716,523.42793,546.51748
7920.38667,10.38667,537.76831,336.23318,740.45257,522.59157,547.35383
7920.39,10.39,541.6718,341.53,743.46358,523.92981,545.68112
7920.39333,10.39333,507.84482,327.46037,739.44894,523.59526,547.52117
7920.39667,10.39667,519.55382,319.01861,742.79443,526.1044,545.84839
7920.4,10.4,500.03833,323.32225,741.28899,524.09708,545.51385
7920.40333,10.40333,500.03833,337.39188,741.95807,522.75884,547.35383
7920.40667,10.40667,501.33933,338.05396,743.12904,523.42793,544.67743
7920.41,10.41,501.33933,327.46037,741.12172,524.26435,546.18293
7920.41333,10.41333,485.72684,321.66699,742.29262,528.27899,545.17924
7920.41667,10.41667,524.75831,317.0323,742.9617,524.26435,546.01566
7920.42,10.42,509.14582,320.50835,742.62716,523.92981,546.01566
7920.42333,10.42333,514.34982,330.60537,742.45989,521.42067,545.34658
7920.42667,10.42667,490.93133,341.53,741.7908,521.08607,545.84839
7920.43,10.43,494.83433,331.43297,743.96539,522.75884,545.34658
7920.43333,10.43333,461.00734,319.84627,740.61984,527.44257,545.68112
7920.43667,10.43667,509.14582,322.66017,742.62716,525.43525,544.67743
7920.44,10.44,477.92083,328.78459,741.7908,526.77349,544.67743
7920.44333,10.44333,484.42584,325.14303,744.13267,521.08607,544.8447
7920.44667,10.44667,446.69585,318.02549,741.45626,521.08607,545.34658
7920.45,10.45,475.31883,315.87366,743.63085,518.57693,543.6738
7920.45333,10.45333,480.52283,324.48095,743.12904,524.43162,545.01197
7920.45667,10.45667,492.23233,334.08135,741.7908,525.76986,543.00465
7920.46,10.46,496.13533,326.30173,743.46358,525.10071,546.01566
7920.46333,10.46333,496.13533,316.37022,742.79443,522.59157,542.67011
7920.46667,10.46667,509.14582,312.89418,741.95807,522.08976,544.67743
7920.47,10.47,527.36031,330.60537,743.46358,521.92249,544.00834
7920.47333,10.47333,506.54333,330.43985,741.7908,524.43162,545.68112
7920.47667,10.47667,516.95182,320.50835,742.62716,523.26066,543.6738
7920.48,10.48,490.93133,317.69445,740.78711,525.10071,543.17198
7920.48333,10.48333,533.86531,326.96381,743.12904,523.76254,544.00834
7920.48667,10.48667,498.73733,329.94323,740.45257,524.93344,543.33926
7920.49,10.49,513.04882,332.92271,742.9617,520.9188,544.00834
7920.49333,10.49333,471.41534,326.30173,741.45626,520.41698,545.01197
7920.49667,10.49667,489.62984,318.35653,743.12904,523.42793,543.17198
7920.5,10.5,477.92083,313.72184,741.45626,522.75884,543.6738
7920.50333,10.50333,484.42584,327.29485,743.29631,524.09708,544.67743
7920.50667,10.50667,492.23233,332.42609,742.79443,526.27167,543.00465
7920.51,10.51,480.52283,322.32913,742.62716,524.26435,544.34288
7920.51333,10.51333,509.14582,322.66017,743.46358,520.41698,543.17198
7920.51667,10.51667,489.62984,326.30173,741.45626,519.41335,541.83375
7920.52,10.52,503.94133,331.76401,742.9617,521.92249,542.50284
7920.52333,10.52333,514.34982,326.96381,741.7908,518.91148,542.00102
7920.52667,10.52667,481.82383,320.34283,744.29994,523.59526,542.83738
7920.53,10.53,505.24233,325.30855,741.45626,520.08244,543.00465
7920.53333,10.53333,480.52283,337.5574,742.62716,522.4243,542.83738
7920.53667,10.53667,488.32884,333.58479,740.78711,520.75152,542.33556
7920.54,10.54,507.84482,321.17043,743.12904,521.75522,542.33556
7920.54333,10.54333,506.54333,313.88736,743.12904,520.24971,542.00102
7920.54667,10.54667,501.33933,320.67387,743.12904,523.42793,542.00102
7920.55,10.55,498.73733,321.83251,740.95445,518.91148,543.00465
7920.55333,10.55333,516.95182,328.61907,743.12904,523.92981,541.83375
7920.55667,10.55667,523.45682,334.24687,741.7908,524.43162,541.83375
7920.56,10.56,515.65082,335.24006,742.29262,522.92612,540.66279
7920.56333,10.56333,527.36031,317.19782,742.9617,523.59526,542.00102
7920.56667,10.56667,511.74782,318.35653,742.62716,519.7479,541.16466
7920.57,10.57,496.13533,329.28115,741.62353,518.07512,542.83738
7920.57333,10.57333,468.81334,335.40558,743.29631,518.24239,542.00102
7920.57667,10.57667,484.42584,323.32225,742.29262,521.75522,540.49552
7920.58,10.58,489.62984,317.69445,742.45989,521.42067,539.9937
7920.58333,10.58333,481.82383,316.37022,742.12535,520.9188,542.00102
7920.58667,10.58667,522.15582,327.95693,743.63085,519.24608,540.32824
7920.59,10.59,480.52283,344.17838,742.29262,521.08607,541.49921
7920.59333,10.59333,527.36031,340.86786,741.45626,524.09708,539.65916
7920.59667,10.59667,505.24233,320.01179,742.9617,523.09339,538.8228
7920.6,10.6,513.04882,312.39762,741.62353,520.24971,539.65916
7920.60333,10.60333,514.34982,331.76401,744.29994,517.5733,540.66279
7920.60667,10.60667,492.23233,339.70922,741.28899,518.7442,539.15734
7920.61,10.61,470.11434,323.98433,743.29631,523.59526,540.99739
7920.61333,10.61333,501.33933,315.87366,742.12535,520.08244,540.49552
7920.61667,10.61667,480.52283,331.10193,743.29631,522.4243,539.65916
7920.62,10.62,524.75831,339.87474,741.45626,521.58794,540.49552
7920.62333,10.62333,510.44682,332.75719,743.46358,518.57693,539.9937
7920.62667,10.62667,506.54333,316.86678,742.45989,521.08607,540.32824
7920.63,10.63,493.53333,317.36334,741.7908,517.5733,538.8228
7920.63333,10.63333,497.43633,324.97751,743.29631,521.58794,539.65916
7920.63667,10.63667,488.32884,332.42609,741.7908,517.74058,538.32092
7920.64,10.64,503.94133,331.92953,743.29631,516.90415,537.48457
7920.64333,10.64333,485.72684,324.81199,741.7908,519.07875,539.15734
7920.64667,10.64667,488.32884,320.34283,743.12904,516.40234,537.81911
7920.65,10.65,467.51234,320.50835,742.62716,520.75152,537.81911
7920.65333,10.65333,516.95182,326.30173,741.45626,517.90785,540.83006
7920.65667,10.65667,506.54333,329.11563,742.12535,518.24239,536.98275
7920.66,10.66,502.64033,320.01179,742.79443,520.58425,538.65547
7920.66333,10.66333,501.33933,318.19101,742.79443,515.90053,537.98638
7920.66667,10.66667,510.44682,322.16361,743.46358,517.07149,538.8228
7920.67,10.67,487.02784,324.97751,740.61984,515.39871,539.49189
7920.67333,10.67333,497.43633,329.11563,741.95807,520.24971,538.32092
7920.67667,10.67667,496.13533,322.66017,742.45989,519.41335,537.65184
7920.68,10.68,490.93133,314.88048,742.29262,521.75522,536.98275
7920.68333,10.68333,476.61983,314.38392,743.63085,518.07512,538.48819
7920.68667,10.68667,497.43633,324.64647,742.45989,516.0678,537.15002
7920.69,10.69,472.71634,333.08823,743.29631,514.8969,538.15365
7920.69333,10.69333,463.60934,321.33595,741.45626,516.23507,537.48457
7920.69667,10.69667,467.51234,309.4182,742.62716,518.7442,538.15365
7920.7,10.7,479.22183,308.92158,741.45626,518.40966,536.14633
7920.70333,10.70333,492.23233,324.81199,743.46358,516.0678,537.31729
7920.70667,10.70667,488.32884,330.27427,741.45626,516.40234,536.98275
7920.71,10.71,506.54333,331.92953,742.29262,515.73325,536.98275
7920.71333,10.71333,487.02784,321.17043,742.79443,515.56598,539.65916
7920.71667,10.71667,510.44682,313.55632,741.95807,517.5733,535.97906
7920.72,10.72,490.93133,314.71496,742.62716,517.74058,537.31729
7920.72333,10.72333,507.84482,331.43297,742.29262,517.74058,536.98275
7920.72667,10.72667,461.00734,332.26057,743.63085,515.56598,536.98275
7920.73,10.73,511.74782,322.82569,741.28899,515.39871,535.47725
7920.73333,10.73333,479.22183,316.37022,742.62716,512.88958,537.81911
7920.73667,10.73667,496.13533,317.85997,740.95445,515.56598,535.30997
7920.74,10.74,474.01783,315.21152,742.79443,517.23876,537.31729
7920.74333,10.74333,496.13533,316.53574,742.79443,514.8969,535.47725
7920.74667,10.74667,488.32884,324.64647,742.9617,517.74058,534.80816
7920.75,10.75,479.22183,326.46725,742.45989,514.22775,536.14633
7920.75333,10.75333,522.15582,326.13615,742.9617,513.05685,535.1427
7920.75667,10.75667,519.55382,318.35653,741.7908,518.7442,535.47725
7920.76,10.76,492.23233,318.68757,742.79443,515.90053,535.47725
7920.76333,10.76333,497.43633,321.66699,743.12904,517.5733,536.81548
7920.76667,10.76667,487.02784,316.70126,743.12904,511.55134,535.30997
7920.77,10.77,468.81334,313.3908,741.7908,515.06417,535.81179
7920.77333,10.77333,458.40534,321.50147,742.29262,509.37675,535.30997
7920.77667,10.77667,490.93133,322.32913,742.79443,515.23144,536.3136
7920.78,10.78,449.29785,316.86678,741.7908,511.88589,534.30628
7920.78333,10.78333,481.82383,307.76294,743.63085,518.40966,534.97543
7920.78667,10.78667,457.10434,308.42502,741.12172,514.22775,534.64089
7920.79,10.79,485.72684,328.12245,743.46358,514.39502,535.30997
7920.79333,10.79333,519.55382,332.92271,742.12535,513.22412,535.1427
7920.79667,10.79667,500.03833,317.19782,742.9617,513.22412,533.30265
7920.8,10.8,507.84482,310.90788,741.28899,513.72593,534.30628
7920.80333,10.80333,484.42584,322.32913,743.63085,514.56229,533.97174
7920.80667,10.80667,483.12484,326.30173,741.7908,514.06048,534.13901
7920.81,10.81,459.70634,316.37022,742.45989,514.56229,533.6372
7920.81333,10.81333,488.32884,317.36334,741.28899,511.04953,535.1427
7920.81667,10.81667,480.52283,325.30855,742.45989,511.71861,533.13538
7920.82,10.82,475.31883,320.01179,742.79443,513.72593,534.97543
7920.82333,10.82333,481.82383,309.08716,744.13267,513.05685,532.96811
7920.82667,10.82667,501.33933,306.43872,742.12535,518.57693,534.13901
7920.83,10.83,489.62984,328.78459,742.62716,514.8969,533.30265
7920.83333,10.83333,522.15582,328.45355,742.79443,511.71861,534.64089
7920.83667,10.83667,507.84482,317.85997,742.29262,513.55866,532.13169
7920.84,10.84,483.12484,310.74236,742.45989,513.39139,534.30628
7920.84333,10.84333,479.22183,311.57002,743.46358,511.38407,532.80084
7920.84667,10.84667,471.41534,317.52886,744.13267,514.39502,533.97174
7920.85,10.85,483.12484,326.13615,741.7908,512.3877,532.96811
7920.85333,10.85333,462.30834,324.81199,743.79812,510.71499,532.96811
7920.85667,10.85667,480.52283,315.70814,742.29262,514.72956,532.80084
7920.86,10.86,500.03833,313.55632,743.12904,513.55866,532.13169
7920.86333,10.86333,476.61983,316.2047,742.45989,512.88958,532.63357
7920.86667,10.86667,483.12484,326.46725,743.96539,512.22043,532.29903
7920.87,10.87,467.51234,319.34964,740.78711,512.3877,532.96811
7920.87333,10.87333,477.92083,313.0597,742.12535,511.04953,532.80084
7920.87667,10.87667,453.20085,312.2321,742.45989,516.40234,533.30265
7920.88,10.88,481.82383,320.50835,742.9617,514.06048,531.62988
7920.88333,10.88333,454.50185,325.30855,742.29262,515.23144,532.96811
7920.88667,10.88667,506.54333,325.63959,743.12904,512.55497,531.12806
7920.89,10.89,481.82383,320.01179,742.12535,514.39502,532.29903
7920.89333,10.89333,507.84482,318.02549,742.9617,507.5367,532.13169
7920.89667,10.89667,522.15582,323.81881,742.62716,512.88958,531.96442
7920.9,10.9,506.54333,326.79829,743.12904,511.38407,531.29533
7920.90333,10.90333,506.54333,314.2184,742.79443,516.40234,532.13169
7920.90667,10.90667,498.73733,315.21152,743.96539,513.22412,530.96079
7920.91,10.91,463.60934,324.14991,742.45989,513.05685,532.29903
7920.91333,10.91333,490.93133,327.95693,742.29262,508.87494,531.29533
7920.91667,10.91667,475.31883,319.51516,742.79443,512.05316,530.62625
7920.92,10.92,497.43633,317.19782,742.62716,512.3877,529.9571
7920.92333,10.92333,498.73733,323.98433,741.45626,511.88589,531.12806
7920.92667,10.92667,520.85482,328.95011,743.29631,513.39139,530.12443
7920.93,10.93,476.61983,315.87366,742.12535,510.04584,531.79715
7920.93333,10.93333,522.15582,311.57002,743.29631,511.38407,530.62625
7920.93667,10.93667,493.53333,323.32225,741.95807,509.37675,530.2917
7920.94,10.94,490.93133,325.97063,743.46358,511.04953,529.62256
7920.94333,10.94333,467.51234,310.57684,742.62716,512.88958,530.2917
7920.94667,10.94667,462.30834,308.42502,744.46721,514.8969,530.12443
7920.95,10.95,462.30834,313.72184,741.28899,510.88226,530.62625
7920.95333,10.95333,463.60934,322.16361,743.79812,507.5367,530.96079
7920.95667,10.95667,454.50185,320.83939,741.95807,506.3658,529.28801
7920.96,10.96,496.13533,314.05288,743.46358,511.71861,530.12443
7920.96333,10.96333,490.93133,314.71496,742.29262,512.05316,530.12443
7920.96667,10.96667,537.76831,321.00491,743.12904,512.3877,529.28801
7920.97,10.97,481.82383,317.85997,741.7908,511.2168,530.62625
7920.97333,10.97333,514.34982,324.97751,742.62716,506.86762,530.12443
7920.97667,10.97667,474.01783,327.46037,743.29631,508.54039,530.2917
7920.98,10.98,493.53333,313.72184,741.45626,508.03852,529.62256
7920.98333,10.98333,474.01783,307.4319,743.12904,509.04221,529.62256
7920.98667,10.98667,505.24233,310.74236,741.7908,511.38407,529.28801
7920.99,10.99,471.41534,328.45355,741.62353,512.05316,528.45166
7920.99333,10.99333,509.14582,331.26745,743.29631,509.87856,531.12806
7920.99667,10.99667,493.53333,314.2184,742.12535,506.53307,528.11711
7921,11,493.53333,305.11456,743.63085,508.54039,529.12074
7921.00333,11.00333,501.33933,308.92158,742.45989,505.36211,528.7862
7921.00667,11.00667,476.61983,326.30173,744.29994,508.70766,528.45166
7921.01,11.01,472.71634,325.80511,742.62716,509.04221,529.78983
7921.01333,11.01333,481.82383,314.71496,742.9617,508.37312,527.44796
7921.01667,11.01667,464.91034,306.2732,743.79812,509.71129,529.28801
7921.02,11.02,480.52283,306.43872,742.29262,507.36943,527.11342
7921.02333,11.02333,457.10434,318.02549,743.63085,508.54039,529.78983
7921.02667,11.02667,485.72684,329.61219,741.45626,506.70034,527.11342
7921.03,11.03,463.60934,322.82569,743.79812,509.20948,529.62256
7921.03333,11.03333,467.51234,306.93534,742.12535,508.70766,528.28438
7921.03667,11.03667,477.92083,303.95586,740.78711,510.54771,527.61524
7921.04,11.04,468.81334,319.01861,742.45989,506.3658,528.7862
7921.04333,11.04333,479.22183,328.95011,741.12172,504.8603,527.78251
7921.04667,11.04667,484.42584,319.68068,744.46721,506.53307,527.44796
7921.05,11.05,484.42584,305.28008,741.45626,506.70034,527.28069
7921.05333,11.05333,480.52283,311.0734,743.46358,508.20579,527.28069
7921.05667,11.05667,479.22183,324.31543,742.79443,506.86762,527.11342
7921.06,11.06,500.03833,328.95011,742.12535,508.70766,525.44064
7921.06333,11.06333,466.21134,314.05288,743.29631,505.02757,527.44796
7921.06667,11.06667,485.72684,306.2732,742.9617,507.03489,526.94615
7921.07,11.07,490.93133,317.85997,744.29994,505.36211,527.44796
7921.07333,11.07333,509.14582,327.62589,741.95807,509.20948,528.7862
7921.07667,11.07667,477.92083,320.67387,743.12904,506.3658,525.77525
7921.08,11.08,513.04882,308.2595,741.95807,508.37312,527.44796
7921.08333,11.08333,463.60934,309.91476,741.95807,507.36943,526.10979
7921.08667,11.08667,488.32884,321.83251,743.46358,509.37675,527.44796
7921.09,11.09,485.72684,331.76401,741.45626,505.36211,524.77156
7921.09333,11.09333,492.23233,323.65329,742.9617,507.70397,527.11342
7921.09667,11.09667,494.83433,308.42502,742.62716,506.3658,524.43701
7921.1,11.1,492.23233,305.11456,741.45626,509.20948,525.77525
7921.10333,11.10333,492.23233,318.19101,742.79443,504.35848,524.77156
7921.10667,11.10667,475.31883,320.50835,743.63085,507.5367,526.77888
7921.11,11.11,477.92083,315.70814,742.12535,504.8603,526.27706
7921.11333,11.11333,458.40534,314.38392,741.95807,511.2168,527.28069
7921.11667,11.11667,498.73733,328.28803,741.45626,502.6857,525.94252
7921.12,11.12,457.10434,321.17043,743.29631,505.02757,525.77525
7921.12333,11.12333,485.72684,309.08716,740.78711,501.84928,524.10247
7921.12667,11.12667,468.81334,308.2595,742.29262,507.70397,527.11342
7921.13,11.13,477.92083,322.49465,741.95807,502.6857,523.43332
7921.13333,11.13333,484.42584,322.16361,743.29631,512.05316,525.1061
7921.13667,11.13667,498.73733,315.70814,741.7908,502.18389,524.60429
7921.14,11.14,497.43633,321.83251,744.13267,504.8603,524.43701
7921.14333,11.14333,485.72684,320.50835,741.7908,504.52575,524.43701
7921.14667,11.14667,459.70634,325.80511,743.12904,505.02757,524.60429
7921.15,11.15,509.14582,328.12245,741.7908,502.35116,526.44434
7921.15333,11.15333,484.42584,316.37022,742.79443,503.52206,523.60066
7921.15667,11.15667,518.25282,307.59742,742.12535,500.34384,525.27337
7921.16,11.16,532.56431,324.31543,741.62353,503.02025,524.10247
7921.16333,11.16333,524.75831,336.72974,743.46358,503.02025,524.60429
7921.16667,11.16667,519.55382,344.17838,741.28899,499.84203,523.76793
7921.17,11.17,527.36031,340.20578,742.9617,504.52575,525.44064
7921.17333,11.17333,536.46731,332.75719,742.12535,496.99828,524.10247
7921.17667,11.17667,540.37031,331.26745,742.62716,501.1802,523.9352
7921.18,11.18,571.5953,344.50942,742.29262,499.67469,522.93151
7921.18333,11.18333,544.2738,346.99228,744.29994,500.84565,523.26605
7921.18667,11.18667,527.36031,334.41239,741.62353,500.0093,521.25873
7921.19,11.19,481.82383,330.10875,742.62716,502.35116,524.60429
7921.19333,11.19333,529.96231,346.16468,742.12535,498.00198,522.76424
7921.19667,11.19667,553.38081,345.99916,742.79443,500.0093,523.09878
7921.2,11.2,516.95182,339.04714,741.45626,498.16925,521.76061
7921.20333,11.20333,552.07981,339.21266,742.62716,502.01662,523.26605
7921.20667,11.20667,509.14582,345.33702,741.62353,502.01662,522.59697
7921.21,11.21,540.37031,353.11671,742.12535,504.19121,521.92788
7921.21333,11.21333,585.90679,345.99916,741.7908,498.16925,523.60066
7921.21667,11.21667,546.8758,347.48884,742.79443,496.99828,521.92788
7921.22,11.22,574.1973,349.97177,740.78711,496.83101,521.59334
7921.22333,11.22333,539.06931,346.66124,742.79443,501.1802,523.09878
7921.22667,11.22667,527.36031,338.55052,741.28899,500.84565,522.26242
7921.23,11.23,527.36031,342.19208,741.45626,500.34384,521.25873
7921.23333,11.23333,503.94133,346.3302,740.95445,497.5001,523.60066
7921.23667,11.23667,588.50879,350.63384,741.45626,498.00198,520.42237
7921.24,11.24,557.28381,347.48884,740.61984,496.49647,520.92419
7921.24333,11.24333,584.60579,354.77197,743.46358,500.34384,521.59334
7921.24667,11.24667,522.15582,349.1441,742.12535,500.34384,520.75692
7921.25,11.25,546.8758,341.53,742.12535,501.84928,519.41875
7921.25333,11.25333,559.8863,338.05396,742.9617,499.17288,522.26242
7921.25667,11.25667,535.16631,348.15098,741.95807,496.3292,520.92419
7921.26,11.26,568.9933,356.26171,743.12904,495.99466,519.25141
7921.26333,11.26333,519.55382,342.19208,741.28899,495.82738,520.92419
7921.26667,11.26667,524.75831,336.89532,743.46358,498.33652,520.75692
7921.27,11.27,502.64033,343.68182,742.12535,497.5001,520.75692
7921.27333,11.27333,524.75831,351.46144,741.62353,498.67106,518.91687
7921.27667,11.27667,542.9728,346.3302,741.7908,497.83471,521.426
7921.28,11.28,524.75831,341.36448,742.45989,500.17657,518.91687
7921.28333,11.28333,600.21828,334.41239,740.95445,500.51111,521.25873
7921.28667,11.28667,510.44682,346.82676,740.78711,498.67106,519.25141
7921.29,11.29,544.2738,357.58587,743.46358,497.16556,520.75692
7921.29333,11.29333,522.15582,353.61327,742.62716,495.66011,517.91324
7921.29667,11.29667,544.2738,340.70234,742.12535,499.84203,519.08414
7921.3,11.3,535.16631,342.52312,742.29262,493.98734,519.41875
7921.30333,11.30333,557.28381,345.5026,742.79443,498.50379,517.74597
7921.30667,11.30667,558.5853,340.04026,741.28899,497.16556,517.5787
7921.31,11.31,501.33933,335.90214,742.45989,498.33652,519.41875
7921.31333,11.31333,533.86531,342.02656,742.12535,495.32551,518.7496
7921.31667,11.31667,532.56431,352.78567,741.62353,495.15824,518.41505
7921.32,11.32,519.55382,350.63384,743.12904,495.15824,519.41875
7921.32333,11.32333,575.49879,338.71604,741.45626,494.99096,518.08051
7921.32667,11.32667,537.76831,330.60537,742.12535,498.83833,517.74597
7921.33,11.33,561.1873,341.86104,742.12535,493.98734,517.24415
7921.33333,11.33333,514.34982,350.13729,742.29262,497.66743,519.58602
7921.33667,11.33667,533.86531,339.87474,743.63085,495.32551,516.90955
7921.34,11.34,549.4778,338.21948,739.95075,497.66743,517.24415
7921.34333,11.34333,507.84482,351.46144,743.46358,493.98734,517.91324
7921.34667,11.34667,600.21828,348.48202,741.95807,501.51474,517.41142
7921.35,11.35,514.34982,339.21266,742.79443,492.98364,517.24415
7921.35333,11.35333,526.05931,330.60537,742.45989,496.99828,518.24778
7921.35667,11.35667,506.54333,331.76401,743.46358,493.65279,516.90955
7921.36,11.36,535.16631,335.73662,741.7908,498.00198,517.24415
7921.36333,11.36333,533.86531,344.84046,742.45989,492.98364,517.91324
7921.36667,11.36667,554.68181,346.16468,741.28899,496.16193,518.24778
7921.37,11.37,526.05931,340.20578,741.95807,491.31093,515.73865
7921.37333,11.37333,532.56431,336.56422,743.12904,493.15092,517.24415
7921.37667,11.37667,516.95182,343.5163,743.29631,493.15092,514.56768
7921.38,11.38,542.9728,353.44775,741.62353,496.49647,516.74228
7921.38333,11.38333,578.10079,344.67494,742.9617,490.97632,517.07682
7921.38667,11.38667,575.49879,333.41927,740.61984,494.99096,516.90955
7921.39,11.39,529.96231,342.52312,742.45989,490.97632,515.23683
7921.39333,11.39333,545.5748,350.46832,742.62716,495.15824,516.575
7921.39667,11.39667,483.12484,346.82676,742.62716,494.99096,515.57138
7921.4,11.4,529.96231,336.89532,742.45989,499.34015,515.73865
7921.40333,11.40333,511.74782,327.62589,741.12172,497.33283,515.73865
7921.40667,11.40667,578.10079,335.40558,741.7908,493.65279,515.06956
7921.41,11.41,514.34982,347.81994,742.29262,493.31825,515.90592
7921.41333,11.41333,539.06931,358.41353,742.12535,493.82006,514.56768
7921.41667,11.41667,519.55382,348.15098,742.9617,493.82006,515.57138
7921.42,11.42,578.10079,337.5574,742.29262,496.99828,514.56768
7921.42333,11.42333,555.98281,329.61219,741.95807,493.48552,516.74228
7921.42667,11.42667,580.70279,340.70234,742.62716,495.32551,514.23314
7921.43,11.43,536.46731,349.47514,741.7908,491.4782,513.8986
7921.43333,11.43333,498.73733,358.41353,743.79812,492.81637,515.4041
7921.43667,11.43667,509.14582,344.3439,742.45989,491.64547,514.73496
7921.44,11.44,520.85482,333.58479,742.62716,493.65279,515.4041
7921.44333,11.44333,545.5748,336.72974,742.12535,491.4782,514.06587
7921.44667,11.44667,553.38081,345.1715,742.62716,493.98734,515.4041
7921.45,11.45,535.16631,347.32332,741.62353,490.80905,513.73133
7921.45333,11.45333,526.05931,336.23318,742.12535,496.99828,514.23314
7921.45667,11.45667,505.24233,327.46037,743.12904,492.81637,512.72763
7921.46,11.46,537.76831,331.10193,742.45989,494.65642,514.06587
7921.46333,11.46333,520.85482,340.20578,741.95807,486.2926,514.56768
7921.46667,11.46667,572.8963,347.32332,742.9617,491.98002,515.06956
7921.47,11.47,467.51234,349.1441,742.12535,491.98002,511.89128
7921.47333,11.47333,497.43633,338.05396,743.12904,496.83101,515.23683
7921.47667,11.47667,510.44682,327.46037,742.45989,491.98002,512.89497
7921.48,11.48,533.86531,333.58479,741.62353,493.15092,513.39678
7921.48333,11.48333,593.71328,345.1715,741.7908,487.12902,514.23314
7921.48667,11.48667,545.5748,348.97858,742.62716,491.64547,513.56406
7921.49,11.49,562.4883,349.47514,742.29262,492.98364,513.22951
7921.49333,11.49333,518.25282,344.17838,742.9617,492.98364,515.06956
7921.49667,11.49667,535.16631,341.19896,743.96539,492.31456,512.56036
7921.5,11.5,574.1973,336.56422,741.45626,491.31093,513.8986
7921.50333,11.50333,537.76831,338.55052,743.12904,489.30361,512.56036
7921.50667,11.50667,571.5953,343.5163,741.62353,487.63083,512.22582
7921.51,11.51,464.91034,341.69552,742.12535,491.98002,512.56036
7921.51333,11.51333,518.25282,340.86786,741.95807,490.47451,513.22951
7921.51667,11.51667,531.26331,346.3302,742.62716,493.65279,511.72401
7921.52,11.52,554.68181,346.99228,740.61984,489.97269,511.89128
7921.52333,11.52333,549.4778,339.70922,743.12904,487.7981,513.8986
7921.52667,11.52667,520.85482,328.28803,740.95445,489.63815,511.89128
7921.53,11.53,493.53333,328.95011,742.62716,490.64178,511.89128
7921.53333,11.53333,500.03833,338.21948,741.7908,489.63815,511.38946
7921.53667,11.53667,542.9728,349.30962,743.46358,488.80173,511.55673
7921.54,11.54,548.1768,350.13729,740.95445,494.32188,510.55304
7921.54333,11.54333,532.56431,335.90214,743.29631,488.13265,512.39309
7921.54667,11.54667,531.26331,327.95693,741.95807,490.47451,510.05123
7921.55,11.55,496.13533,330.43985,742.79443,485.95805,511.05492
7921.55333,11.55333,513.04882,348.48202,742.12535,487.63083,510.55304
7921.55667,11.55667,563.7893,346.3302,743.63085,489.63815,510.88765
7921.56,11.56,526.05931,334.41239,741.62353,494.32188,509.21487
7921.56333,11.56333,555.98281,325.47407,742.62716,488.96907,512.39309
7921.56667,11.56667,466.21134,328.12245,741.62353,489.80542,509.38214
7921.57,11.57,498.73733,340.20578,742.29262,487.7981,511.89128
7921.57333,11.57333,501.33933,344.17838,741.45626,486.45987,509.88396
7921.57667,11.57667,545.5748,329.61219,742.9617,487.12902,510.88765
7921.58,11.58,523.45682,323.48777,740.61984,486.45987,508.88033
7921.58333,11.58333,515.65082,326.13615,741.7908,488.29992,512.05855
7921.58667,11.58667,480.52283,339.87474,741.95807,484.61988,509.0476
7921.59,11.59,520.85482,340.04026,742.45989,488.63446,509.88396
7921.59333,11.59333,529.96231,330.60537,741.7908,487.7981,509.0476
7921.59667,11.59667,550.7788,323.81881,743.63085,492.31456,510.05123
7921.6,11.6,477.92083,326.79829,741.95807,489.13634,510.38577
7921.60333,11.60333,496.13533,340.20578,742.79443,491.98002,510.72038
7921.60667,11.60667,507.84482,350.13729,741.7908,484.95443,508.04391
7921.61,11.61,546.8758,340.20578,741.7908,488.46719,510.2185
7921.61333,11.61333,579.40179,326.30173,743.46358,485.62351,508.71306
7921.61667,11.61667,527.36031,328.95011,741.95807,486.45987,511.55673
7921.62,11.62,519.55382,341.03338,742.45989,481.27433,507.87664
7921.62333,11.62333,526.05931,337.22636,742.79443,485.45624,509.21487
7921.62667,11.62667,535.16631,331.76401,742.29262,483.44892,507.20755
7921.63,11.63,531.26331,330.43985,742.9617,489.30361,509.0476
7921.63333,11.63333,527.36031,329.11563,744.13267,485.45624,507.87664
7921.63667,11.63667,476.61983,323.65329,741.95807,486.2926,508.37845
7921.64,11.64,494.83433,328.61907,741.62353,482.27796,506.70574
7921.64333,11.64333,506.54333,334.90902,742.9617,484.28528,508.88033
7921.64667,11.64667,540.37031,338.385,742.29262,484.78715,507.70937
7921.65,11.65,516.95182,330.93641,742.12535,487.29629,510.2185
7921.65333,11.65333,510.44682,329.44667,741.7908,487.63083,506.03659
7921.65667,11.65667,515.65082,329.28115,742.12535,486.79447,508.54579
7921.66,11.66,522.15582,337.39188,741.45626,483.61619,507.20755
7921.66333,11.66333,567.6923,335.5711,744.13267,482.27796,508.21118
7921.66667,11.66667,490.93133,330.77089,741.7908,483.95073,506.03659
7921.67,11.67,494.83433,332.09505,742.9617,484.28528,507.20755
7921.67333,11.67333,510.44682,330.77089,742.12535,487.7981,505.86932
