Time (sec),Time Since Ignition (sec),LC1 Axial Load (lbf),PT1 Combustion Pressure (psi),PT2 Feedline Pressure (psi),PT3 Injector Pressure (psi),PT4 Ox-Tank Pressure (psi)
7915.85333,5.85333,771.95521,408.23646,742.62716,651.56164,679.50219
7915.85667,5.85667,752.43971,402.6086,742.45989,653.56896,676.15663
7915.86,5.86,795.37419,412.5401,742.79443,655.74356,677.3276
7915.86333,5.86333,821.39468,412.87114,743.29631,657.58361,676.49118
7915.86667,5.86667,766.75121,393.00819,741.45626,657.58361,677.49487
7915.87,5.87,743.33271,398.47047,743.12904,661.93279,679.00031
7915.87333,5.87333,752.43971,411.54692,740.78711,649.38705,677.82941
7915.87667,5.87667,801.87919,412.87114,741.95807,650.72522,677.49487
7915.88,5.88,800.57819,399.62917,741.7908,649.55432,676.3239
7915.88333,5.88333,821.39468,394.33235,741.95807,655.40901,677.99668
7915.88667,5.88667,781.0627,407.4088,742.45989,659.25632,676.99299
7915.89,5.89,714.70973,405.09146,740.78711,658.58723,677.82941
7915.89333,5.89333,764.14921,398.80151,743.12904,650.55795,678.4985
7915.89667,5.89667,829.20118,408.07094,741.95807,650.05614,677.16032
7915.9,5.9,822.69569,411.54692,742.79443,649.72159,676.3239
7915.90333,5.90333,783.6647,402.44308,741.62353,649.21978,676.99299
7915.90667,5.90667,755.04172,393.83579,743.46358,655.40901,677.16032
7915.91,5.91,771.95521,400.29125,741.45626,655.91083,675.65482
7915.91333,5.91333,795.37419,416.34719,741.7908,656.91446,679.16758
7915.91667,5.91667,790.1697,412.70562,742.9617,655.57628,677.49487
7915.92,5.92,727.72022,393.67027,741.28899,649.88887,677.16032
7915.92333,5.92333,775.85821,412.04354,742.79443,648.55063,677.16032
7915.92667,5.92667,748.53671,423.63025,741.28899,651.39437,676.65845
7915.93,5.93,774.55721,404.92594,741.7908,658.75451,677.3276
7915.93333,5.93333,825.29769,389.86319,741.28899,652.89982,677.3276
7915.93667,5.93667,850.01767,401.61548,741.7908,654.73986,677.99668
7915.94,5.94,764.14921,420.81635,743.29631,646.87792,675.65482
7915.94333,5.94333,727.72022,417.67134,743.46358,647.21246,677.49487
7915.94667,5.94667,745.93471,408.73302,743.12904,647.21246,675.48755
7915.95,5.95,818.79268,395.98761,742.79443,653.06709,676.99299
7915.95333,5.95333,786.2667,402.44308,742.45989,651.89619,676.65845
7915.95667,5.95667,743.33271,409.56068,742.9617,657.75088,676.3239
7915.96,5.96,710.80673,399.62917,742.12535,650.39068,674.98573
7915.96333,5.96333,752.43971,397.97391,742.29262,649.88887,677.3276
7915.96667,5.96667,817.49168,405.25698,743.12904,647.37973,674.8184
7915.97,5.97,764.14921,411.3814,741.62353,649.88887,676.99299
7915.97333,5.97333,770.65421,403.93282,742.62716,649.55432,675.98936
7915.97667,5.97667,758.94472,395.98761,743.12904,656.0781,676.49118
7915.98,5.98,766.75121,407.4088,741.95807,654.23805,675.32028
7915.98333,5.98333,762.84821,406.25016,743.29631,653.23442,676.15663
7915.98667,5.98667,768.05221,408.07094,743.46358,647.71427,674.65113
7915.99,5.99,787.5677,413.20218,742.29262,650.05614,676.49118
7915.99333,5.99333,825.29769,408.40198,742.29262,646.0415,676.49118
7915.99667,5.99667,807.08319,405.42256,741.62353,652.06346,677.16032
7916,6,735.52622,406.25016,741.7908,652.89982,675.48755
7916.00333,6.00333,771.95521,403.93282,742.12535,652.89982,676.65845
7916.00667,6.00667,833.10418,408.40198,743.12904,649.55432,674.8184
7916.01,6.01,752.43971,416.67823,740.78711,650.39068,675.48755
7916.01333,6.01333,745.93471,407.07776,742.12535,646.0415,674.98573
7916.01667,6.01667,790.1697,405.42256,742.62716,650.89249,675.82209
7916.02,6.02,813.58868,407.57438,741.62353,650.72522,674.31658
7916.02333,6.02333,797.97619,401.94652,742.9617,654.90714,675.98936
7916.02667,6.02667,762.84821,409.7262,742.79443,651.2271,674.8184
7916.03,6.03,719.91373,404.09834,742.62716,655.57628,675.153
7916.03333,6.03333,760.24621,397.97391,741.62353,647.04519,675.48755
7916.03667,6.03667,808.38419,409.06406,742.62716,649.38705,674.14931
7916.04,6.04,774.55721,407.4088,741.12172,646.20877,674.98573
7916.04333,6.04333,738.12822,401.28444,743.63085,651.89619,675.98936
7916.04667,6.04667,800.57819,406.5812,742.79443,650.39068,675.82209
7916.05,6.05,761.54721,422.80265,742.79443,658.25269,675.82209
7916.05333,6.05333,777.1597,412.20906,741.7908,651.05983,676.65845
7916.05667,6.05667,753.74071,401.94652,742.45989,652.56527,673.98204
7916.06,6.06,826.59869,404.42938,741.12172,651.56164,675.98936
7916.06333,6.06333,782.3637,419.82317,741.7908,651.56164,673.98204
7916.06667,6.06667,790.1697,405.7536,743.79812,648.7179,675.153
7916.07,6.07,751.13871,395.98761,740.95445,656.41264,673.6475
7916.07333,6.07333,775.85821,411.05036,743.12904,655.57628,675.32028
7916.07667,6.07667,787.5677,416.67823,741.45626,651.72892,674.98573
7916.08,6.08,751.13871,402.93964,743.46358,648.88524,673.81477
7916.08333,6.08333,743.33271,389.53215,742.29262,646.71065,674.65113
7916.08667,6.08667,826.59869,402.27756,742.79443,647.04519,672.97841
7916.09,6.09,818.79268,416.18167,742.29262,652.56527,674.31658
7916.09333,6.09333,769.35321,404.26386,742.12535,653.73624,674.98573
7916.09667,6.09667,717.31173,392.18053,742.62716,653.40169,674.8184
7916.1,6.1,765.45021,397.97391,741.62353,651.05983,674.48386
7916.10333,6.10333,809.68519,403.60178,742.29262,645.37241,674.14931
7916.10667,6.10667,729.02122,409.7262,742.62716,647.88155,675.32028
7916.11,6.11,838.30818,428.76149,740.78711,648.7179,673.14568
7916.11333,6.11333,834.40518,422.80265,743.12904,656.24537,675.82209
7916.11667,6.11667,835.70618,398.9671,742.12535,652.73254,672.97841
7916.12,6.12,761.54721,391.51845,743.12904,653.40169,673.48023
7916.12333,6.12333,725.11773,396.31865,742.62716,646.20877,674.48386
7916.12667,6.12667,786.2667,412.87114,744.46721,644.36872,673.14568
7916.13,6.13,813.58868,408.23646,742.62716,646.54331,673.98204
7916.13333,6.13333,740.73022,399.29814,742.12535,651.2271,673.81477
7916.13667,6.13667,725.11773,404.09834,743.12904,653.90351,673.98204
7916.14,6.14,805.78219,417.50583,741.95807,655.07441,673.81477
7916.14333,6.14333,874.73716,420.48531,742.62716,651.2271,672.47653
7916.14667,6.14667,786.2667,402.6086,743.79812,646.20877,674.14931
7916.15,6.15,764.14921,401.61548,741.45626,643.36509,671.80745
7916.15333,6.15333,740.73022,396.81527,743.12904,645.20514,675.65482
7916.15667,6.15667,818.79268,407.4088,741.28899,645.03787,673.31296
7916.16,6.16,782.3637,412.20906,743.79812,650.05614,672.30926
7916.16333,6.16333,797.97619,404.76042,742.29262,650.05614,673.48023
7916.16667,6.16667,777.1597,408.89854,744.46721,648.88524,671.47291
7916.17,6.17,779.7617,401.61548,741.7908,647.21246,672.64381
7916.17333,6.17333,758.94472,401.61548,742.29262,646.37604,672.14199
7916.17667,6.17667,770.65421,412.70562,743.79812,647.21246,671.80745
7916.18,6.18,850.01767,420.81635,741.95807,649.38705,671.47291
7916.18333,6.18333,844.81367,409.22958,743.29631,647.04519,673.48023
7916.18667,6.18667,790.1697,396.81527,742.9617,649.21978,671.47291
7916.19,6.19,743.33271,399.96021,743.12904,645.70695,672.47653
7916.19333,6.19333,663.96925,408.73302,741.28899,647.37973,673.31296
7916.19667,6.19667,808.38419,416.51271,743.12904,644.53605,671.13836
7916.2,6.2,777.1597,406.74672,742.12535,647.21246,673.48023
7916.20333,6.20333,813.58868,402.93964,742.62716,643.03055,671.97472
7916.20667,6.20667,868.23216,409.7262,743.29631,650.89249,671.80745
7916.21,6.21,808.38419,414.85744,739.78348,647.21246,671.64018
7916.21333,6.21333,745.93471,405.58808,742.62716,648.38336,672.64381
7916.21667,6.21667,723.81673,399.13262,741.7908,647.04519,672.30926
7916.22,6.22,795.37419,411.3814,742.62716,646.37604,671.30563
7916.22333,6.22333,846.11467,413.3677,741.7908,643.19782,671.80745
7916.22667,6.22667,818.79268,405.58808,744.46721,645.53968,671.30563
7916.23,6.23,770.65421,401.11892,740.78711,647.04519,669.9674
7916.23333,6.23333,766.75121,396.98079,743.29631,652.23073,673.81477
7916.23667,6.23667,748.53671,402.44308,741.62353,652.56527,669.9674
7916.24,6.24,697.79624,418.66453,742.62716,650.89249,671.80745
7916.24333,6.24333,814.88968,417.50583,742.12535,643.8669,669.80013
7916.24667,6.24667,839.60918,403.43626,743.63085,645.53968,671.80745
7916.25,6.25,827.90018,402.77412,740.78711,641.85958,669.46559
7916.25333,6.25333,822.69569,409.7262,743.46358,646.20877,673.14568
7916.25667,6.25667,764.14921,416.18167,741.95807,647.88155,669.63286
7916.26,6.26,801.87919,408.23646,741.7908,649.05251,670.63655
7916.26333,6.26333,735.52622,394.33235,743.63085,646.54331,669.9674
7916.26667,6.26667,730.32222,401.11892,742.79443,647.21246,670.46921
7916.27,6.27,803.18019,417.50583,742.29262,647.71427,669.9674
7916.27333,6.27333,812.28768,415.02296,741.7908,644.20145,671.13836
7916.27667,6.27667,787.5677,408.89854,742.62716,648.7179,671.47291
7916.28,6.28,757.64372,410.71932,741.28899,649.38705,669.46559
7916.28333,6.28333,810.98668,408.40198,742.9617,646.54331,670.46921
7916.28667,6.28667,816.19068,413.53322,742.29262,646.37604,668.96377
7916.29,6.29,774.55721,412.20906,741.62353,645.37241,669.80013
7916.29333,6.29333,788.8687,396.81527,741.95807,643.53236,670.13467
7916.29667,6.29667,863.02816,400.78781,742.9617,642.19413,670.63655
7916.3,6.3,792.7717,415.68504,741.7908,644.53605,668.46196
7916.30333,6.30333,768.05221,412.5401,743.63085,648.04882,670.13467
7916.30667,6.30667,755.04172,407.07776,742.12535,646.87792,667.29099
7916.31,6.31,760.24621,401.44996,742.12535,646.87792,668.62923
7916.31333,6.31333,717.31173,395.32553,743.12904,643.8669,669.13104
7916.31667,6.31667,784.9657,404.42938,741.95807,646.71065,669.9674
7916.32,6.32,837.00718,415.68504,741.7908,647.88155,668.29462
7916.32333,6.32333,784.9657,410.38828,741.95807,649.05251,669.80013
7916.32667,6.32667,768.05221,398.63599,743.63085,645.53968,668.62923
7916.33,6.33,768.05221,397.80839,740.45257,646.71065,668.62923
7916.33333,6.33333,790.1697,408.5675,742.79443,643.8669,670.13467
7916.33667,6.33667,736.82722,412.87114,741.95807,645.70695,668.7965
7916.34,6.34,762.84821,411.54692,741.45626,642.19413,669.29831
7916.34333,6.34333,813.58868,411.54692,742.79443,645.20514,668.12735
7916.34667,6.34667,817.49168,398.63599,742.62716,643.03055,666.78918
7916.35,6.35,748.53671,399.79469,742.12535,648.7179,667.79281
7916.35333,6.35333,839.60918,405.91912,742.9617,644.8706,669.80013
7916.35667,6.35667,803.18019,413.03666,741.7908,644.8706,666.95645
7916.36,6.36,756.34272,413.3677,742.62716,642.52873,668.7965
7916.36333,6.36333,749.83771,407.24328,742.79443,641.85958,667.45827
7916.36667,6.36667,791.4707,395.98761,742.79443,644.20145,668.46196
7916.37,6.37,730.32222,400.62229,741.62353,644.53605,666.78918
7916.37333,6.37333,769.35321,412.70562,740.95445,642.86328,669.63286
7916.37667,6.37667,816.19068,413.53322,742.12535,643.53236,668.29462
7916.38,6.38,740.73022,402.77412,741.12172,642.19413,667.45827
7916.38333,6.38333,781.0627,405.25698,742.79443,645.20514,667.12372
7916.38667,6.38667,837.00718,410.88484,742.45989,639.51772,666.45464
7916.39,6.39,796.67519,406.91224,742.29262,643.69963,667.62554
7916.39333,6.39333,778.4607,410.38828,742.9617,643.53236,667.12372
7916.39667,6.39667,872.13516,416.67823,742.29262,644.8706,667.45827
7916.4,6.4,839.60918,407.7399,742.12535,643.03055,666.12003
7916.40333,6.40333,734.22522,397.97391,743.12904,641.69231,667.62554
7916.40667,6.40667,712.10773,405.42256,743.63085,643.19782,665.95276
7916.41,6.41,761.54721,412.70562,739.78348,642.52873,666.12003
7916.41333,6.41333,803.18019,409.3951,743.46358,646.20877,668.29462
7916.41667,6.41667,713.40873,401.28444,742.29262,643.19782,665.45094
7916.42,6.42,812.28768,393.33923,742.29262,646.54331,667.29099
7916.42333,6.42333,823.99669,400.78781,742.79443,643.36509,665.61822
7916.42667,6.42667,748.53671,408.23646,742.45989,641.35777,666.28737
7916.43,6.43,813.58868,415.18848,741.45626,640.35414,665.1164
7916.43333,6.43333,764.14921,401.61548,741.7908,640.35414,666.78918
7916.43667,6.43667,743.33271,391.02189,742.12535,642.36146,666.28737
7916.44,6.44,817.49168,406.08464,742.62716,644.8706,664.78186
7916.44333,6.44333,846.11467,420.15421,742.12535,640.68868,664.94913
7916.44667,6.44667,784.9657,396.48417,743.29631,641.1905,666.28737
7916.45,6.45,745.93471,395.98761,741.7908,642.86328,663.27635
7916.45333,6.45333,801.87919,410.22276,742.79443,640.35414,666.12003
7916.45667,6.45667,766.75121,405.42256,742.62716,642.86328,663.77817
7916.46,6.46,766.75121,397.14631,740.95445,641.35777,664.44732
7916.46333,6.46333,775.85821,399.96021,743.79812,643.19782,664.78186
7916.46667,6.46667,801.87919,400.29125,742.62716,635.33581,663.10908
7916.47,6.47,714.70973,409.22958,742.79443,643.69963,665.95276
7916.47333,6.47333,753.74071,407.7399,743.29631,635.33581,663.77817
7916.47667,6.47667,817.49168,392.01501,742.45989,640.35414,663.77817
7916.48,6.48,749.83771,404.26386,743.12904,638.51409,663.77817
7916.48333,6.48333,777.1597,410.05724,742.79443,640.68868,663.10908
7916.48667,6.48667,835.70618,401.781,743.46358,641.52504,664.94913
7916.49,6.49,783.6647,401.11892,742.62716,643.19782,663.94544
7916.49333,6.49333,764.14921,399.29814,741.95807,640.68868,664.28004
7916.49667,6.49667,794.07319,401.44996,742.45989,639.68499,664.94913
7916.5,6.5,771.95521,398.9671,741.95807,640.52141,662.27272
7916.50333,6.50333,723.81673,399.79469,741.7908,638.17955,664.11277
7916.50667,6.50667,768.05221,406.91224,742.45989,636.84131,663.27635
7916.51,6.51,803.18019,402.93964,740.61984,635.33581,663.6109
7916.51333,6.51333,743.33271,398.9671,742.79443,640.52141,663.27635
7916.51667,6.51667,784.9657,397.47735,740.45257,637.67767,662.27272
7916.52,6.52,825.29769,401.61548,743.29631,645.03787,662.94181
7916.52333,6.52333,731.62322,401.28444,742.29262,641.69231,663.10908
7916.52667,6.52667,769.35321,392.01501,744.13267,638.34682,662.77454
7916.53,6.53,786.2667,396.31865,741.7908,637.34313,662.44
7916.53333,6.53333,743.33271,412.20906,742.29262,635.83762,662.94181
7916.53667,6.53667,758.94472,401.94652,740.78711,636.17223,662.44
7916.54,6.54,786.2667,391.35293,743.12904,641.1905,661.93818
7916.54333,6.54333,761.54721,392.84267,741.7908,636.17223,661.60358
7916.54667,6.54667,740.73022,404.5949,743.12904,640.18681,662.77454
7916.55,6.55,735.52622,407.57438,742.62716,635.83762,661.4363
7916.55333,6.55333,808.38419,398.47047,742.29262,634.66672,663.94544
7916.55667,6.55667,739.42922,388.53903,742.62716,634.66672,660.43268
7916.56,6.56,738.12822,385.55955,740.61984,635.67035,662.60727
7916.56333,6.56333,801.87919,402.27756,743.12904,643.19782,662.27272
7916.56667,6.56667,762.84821,402.77412,742.79443,634.83399,661.10176
7916.57,6.57,693.89324,392.84267,741.62353,637.84494,661.10176
7916.57333,6.57333,752.43971,391.02189,741.7908,634.49945,660.59995
7916.57667,6.57667,782.3637,396.31865,743.12904,634.66672,660.09813
7916.58,6.58,748.53671,403.27074,741.7908,634.66672,659.42898
7916.58333,6.58333,756.34272,399.13262,742.62716,641.69231,661.26903
7916.58667,6.58667,795.37419,391.35293,743.96539,643.8669,660.76722
7916.59,6.59,752.43971,386.38721,740.78711,638.51409,660.59995
7916.59333,6.59333,669.17325,399.13262,742.79443,638.51409,661.10176
7916.59667,6.59667,734.22522,396.31865,741.62353,635.83762,659.09444
7916.6,6.6,749.83771,391.18741,742.62716,635.83762,661.26903
7916.60333,6.60333,760.24621,396.31865,741.45626,634.33218,659.59625
7916.60667,6.60667,779.7617,396.98079,742.12535,635.83762,661.4363
7916.61,6.61,770.65421,395.49105,741.7908,635.16854,659.26171
7916.61333,6.61333,729.02122,383.2422,740.2853,640.85596,661.60358
7916.61667,6.61667,716.01073,381.09038,742.9617,635.50308,661.10176
7916.62,6.62,766.75121,387.54585,742.62716,636.3395,659.59625
7916.62333,6.62333,709.50573,390.19423,742.29262,637.17586,660.2654
7916.62667,6.62667,725.11773,390.02871,742.79443,633.99764,658.25808
7916.63,6.63,765.45021,389.36663,740.78711,630.65208,658.42535
7916.63333,6.63333,747.23571,378.27648,741.7908,633.99764,661.26903
7916.63667,6.63667,692.59224,375.46258,742.9617,639.68499,659.09444
7916.64,6.64,699.09724,388.20799,742.62716,636.17223,658.59263
7916.64333,6.64333,730.32222,386.55273,741.28899,636.50677,658.59263
7916.64667,6.64667,745.93471,375.95914,743.12904,634.16491,659.26171
7916.65,6.65,774.55721,380.59382,740.61984,632.82667,657.75627
7916.65333,6.65333,719.91373,391.84949,742.29262,633.83037,661.10176
7916.65667,6.65667,721.21473,389.36663,742.12535,634.66672,657.75627
7916.66,6.66,727.72022,388.70455,742.9617,637.00859,659.09444
7916.66333,6.66333,716.01073,399.96021,741.45626,636.00496,658.09081
7916.66667,6.66667,808.38419,393.00819,742.62716,632.32486,658.42535
7916.67,6.67,757.64372,389.03559,743.12904,632.49213,657.75627
7916.67333,6.67333,738.12822,394.16683,740.45257,628.47749,656.91985
7916.67667,6.67667,800.57819,396.48417,742.9617,634.49945,658.42535
7916.68,6.68,714.70973,389.86319,742.12535,637.17586,657.08712
7916.68333,6.68333,757.64372,386.88377,741.95807,637.67767,658.09081
7916.68667,6.68667,758.94472,391.18741,741.28899,632.32486,657.58893
7916.69,6.69,725.11773,398.13943,742.12535,632.49213,658.59263
7916.69333,6.69333,794.07319,400.95333,743.63085,627.47386,657.42166
7916.69667,6.69667,743.33271,387.21481,740.78711,631.82305,656.91985
7916.7,6.7,717.31173,383.2422,743.12904,628.9793,658.7599
7916.70333,6.70333,783.6647,396.64969,742.45989,634.83399,655.91622
7916.70667,6.70667,771.95521,400.62229,742.12535,635.33581,657.25439
7916.71,6.71,710.80673,387.87689,742.79443,633.99764,656.08349
7916.71333,6.71333,808.38419,384.56643,743.12904,627.64113,655.91622
7916.71667,6.71667,764.14921,391.02189,741.7908,633.66303,657.42166
7916.72,6.72,686.08674,395.65657,742.62716,628.64476,656.91985
7916.72333,6.72333,787.5677,389.36663,741.12172,634.66672,658.09081
7916.72667,6.72667,744.63371,387.04929,742.12535,633.99764,655.0798
7916.73,6.73,745.93471,393.33923,741.28899,637.5104,656.91985
7916.73333,6.73333,745.93471,396.64969,742.79443,632.6594,657.08712
7916.73667,6.73667,697.79624,384.56643,742.29262,628.47749,655.0798
7916.74,6.74,734.22522,390.19423,740.2853,630.15027,656.25076
7916.74333,6.74333,801.87919,402.93964,742.62716,632.82667,655.41434
7916.74667,6.74667,744.63371,394.99449,742.12535,632.32486,654.24344
7916.75,6.75,727.72022,386.71825,742.12535,635.83762,657.08712
7916.75333,6.75333,779.7617,386.22169,742.29262,631.48844,654.91253
7916.75667,6.75667,718.61273,396.81527,742.45989,628.47749,655.74895
7916.76,6.76,742.03122,407.4088,741.12172,627.47386,654.91253
7916.76333,6.76333,787.5677,399.29814,740.11803,626.97198,655.91622
7916.76667,6.76667,721.21473,394.66345,742.29262,635.83762,655.91622
7916.77,6.77,792.7717,392.01501,741.28899,633.66303,654.24344
7916.77333,6.77333,770.65421,396.31865,742.29262,637.17586,656.41803
7916.77667,6.77667,757.64372,404.5949,742.62716,631.65577,654.41071
7916.78,6.78,800.57819,395.16001,740.78711,628.81203,654.57799
7916.78333,6.78333,775.85821,385.39403,742.9617,626.3029,655.0798
7916.78667,6.78667,706.90324,383.90435,741.62353,626.13563,654.24344
7916.79,6.79,764.14921,403.10516,741.95807,635.16854,654.41071
7916.79333,6.79333,752.43971,409.7262,742.12535,630.81935,654.57799
7916.79667,6.79667,740.73022,395.65657,744.29994,634.83399,654.74526
7916.8,6.8,751.13871,389.03559,741.12172,631.82305,652.73794
